Freq 200 --> Features: time;  objectRightX(m);objectRightY(m);objectRightZ(m);objectRight roll(radian);objectRight pitch (radian);objectRight yaw (radian);objectLeft X (m);objectLeft Y (m);objectLeft Z (m);objectLeft roll(radian);objectLeft pitch (radian);objectLeft yaw (radian);objectRightFx (N);objectRightFy (N);objectRightFz (N);objectRightTx (N m);objectRightTy (N m);objectRightTz (N m);objectLeftFx (N);objectLeftFy (N);objectLeftFz (N);objectLeftTx (N m);objectLeftTy (N m);objectLeftTz (N m)
1255;-0.22889;0.28455;0.12591;0.058686;-0.10561;-0.18662;-0.30012;0.2877;0.028475;0.0038485;0.0035585;-0.076471;-0.13;-0.201;0.103;-0.012;0.007;0.007104;-0.014;-0.009;-0.026;-0.018;0.026;-0.012
1260;-0.23001;0.28446;0.12556;0.05725;-0.10732;-0.18444;-0.30009;0.28774;0.028482;0.0036574;0.0039517;-0.076607;-0.13;-0.191;0.103;-0.012;0.007;0.007;-0.01616;-0.009;-0.026;-0.018;0.026;-0.012
1265;-0.23101;0.28445;0.12526;0.055492;-0.10913;-0.18183;-0.30012;0.28772;0.028486;0.0035387;0.004121;-0.076469;-0.13;-0.191;0.103;-0.012;0.007;0.007;-0.01616;-0.019;-0.026;-0.018;0.026;-0.013
1270;-0.23206;0.28431;0.1249;0.054475;-0.11095;-0.17941;-0.30008;0.28775;0.028522;0.0030487;0.0046226;-0.076445;-0.12;-0.191;0.103;-0.012;0.007;0.007;-0.02184;-0.009;-0.026;-0.018;0.026;-0.013
1275;-0.23311;0.28407;0.12447;0.053926;-0.11272;-0.17716;-0.30005;0.28783;0.028557;0.0030238;0.0042986;-0.076576;-0.12;-0.191;0.103;-0.012;0.007;0.007;-0.014;-0.01116;-0.026;-0.018;0.026;-0.013
1280;-0.23412;0.28389;0.12406;0.053121;-0.1143;-0.17514;-0.30013;0.2877;0.028523;0.0033369;0.0041142;-0.076594;-0.12;-0.18225;0.103;-0.012;0.007;0.007;-0.024;-0.019;-0.026;-0.018;0.026;-0.012216
1285;-0.2351;0.28371;0.12365;0.052041;-0.11557;-0.17317;-0.30012;0.28768;0.028501;0.00356;0.0039464;-0.076619;-0.13;-0.182;0.054;-0.012;0.007;0.0079767;-0.024;-0.009;-0.0152;-0.018;0.026784;-0.013
1290;-0.23606;0.28342;0.12323;0.051263;-0.11715;-0.17129;-0.30009;0.28773;0.02853;0.0030943;0.0043831;-0.076638;-0.12;-0.182;0.103;-0.012;0.007;0.008;-0.014;-0.009;-0.026;-0.018;0.026;-0.012
1295;-0.23702;0.28321;0.12279;0.050703;-0.11837;-0.16966;-0.30008;0.28772;0.028534;0.0031156;0.0043416;-0.076393;-0.13;-0.182;0.103;-0.012;0.007;0.008;-0.014;-0.009;-0.026;-0.018;0.026;-0.012
1300;-0.23795;0.28299;0.12233;0.050158;-0.1196;-0.16824;-0.30009;0.28777;0.028529;0.0031457;0.0040852;-0.076649;-0.13;-0.182;0.103;-0.012;0.007;0.008;-0.024;-0.01004;-0.026;-0.018;0.026;-0.012
1305;-0.2388;0.28293;0.12192;0.049507;-0.12132;-0.16635;-0.30012;0.28769;0.028506;0.0033449;0.0039762;-0.076589;-0.13;-0.182;0.103;-0.012;0.007;0.008;-0.014;-0.019;-0.026;-0.018;0.026;-0.012
1310;-0.23963;0.28288;0.12154;0.048371;-0.12308;-0.16447;-0.30013;0.28768;0.028552;0.0030635;0.0043585;-0.076641;-0.141;-0.182;0.103;-0.012;0.007;0.008;-0.024;-0.019;-0.026;-0.018;0.026;-0.012104
1315;-0.24046;0.28275;0.12109;0.047733;-0.12501;-0.16259;-0.3001;0.28775;0.02858;0.0029817;0.0044835;-0.076772;-0.141;-0.182;0.054;-0.012;0.007;0.007972;-0.025144;-0.009;-0.026;-0.018;0.026;-0.012
1320;-0.24124;0.28273;0.12072;0.046531;-0.1272;-0.16062;-0.30007;0.28776;0.028563;0.0031564;0.004099;-0.076729;-0.141;-0.182;0.054;-0.012;0.007;0.007;-0.024;-0.009;-0.026;-0.018;0.026;-0.012
1325;-0.242;0.28263;0.12027;0.045692;-0.12951;-0.15863;-0.30002;0.28786;0.028621;0.0026007;0.004688;-0.076877;-0.13;-0.182;0.054;-0.012;0.007;0.007;-0.024;-0.009;-0.026;-0.018;0.026;-0.012
1330;-0.24288;0.28239;0.1198;0.04505;-0.13184;-0.15757;-0.30001;0.28782;0.028638;0.002647;0.0046487;-0.07675;-0.12104;-0.182;0.054;-0.012;0.007;0.007;-0.024;-0.009;-0.026;-0.018;0.026;-0.012
1335;-0.24371;0.28222;0.11933;0.044701;-0.13421;-0.15659;-0.30007;0.28773;0.028609;0.003184;0.0040092;-0.07665;-0.12;-0.191;0.054;-0.012;0.007896;0.007;-0.024;-0.009;-0.026;-0.018;0.026;-0.012
1340;-0.24441;0.28211;0.11889;0.0435;-0.13611;-0.15522;-0.30009;0.28772;0.02862;0.0029367;0.0043937;-0.076808;-0.12;-0.191;0.054;-0.012;0.007;0.007;-0.024;-0.007856;-0.026;-0.018;0.026;-0.012
1345;-0.24518;0.28192;0.11841;0.043184;-0.13818;-0.15424;-0.30006;0.28779;0.02867;0.0026576;0.0047388;-0.076989;-0.12;-0.191;0.054;-0.012;0.007;0.007;-0.024;-0.009;-0.026;-0.018;0.026;-0.013
1350;-0.24597;0.28164;0.11787;0.043389;-0.14025;-0.15341;-0.30004;0.28781;0.028711;0.0025949;0.0047807;-0.077124;-0.12;-0.191;0.016368;-0.012;0.007;0.007;-0.024;-0.009;-0.026;-0.018;0.026;-0.013
1355;-0.2467;0.28158;0.11744;0.042592;-0.14211;-0.15272;-0.30001;0.28779;0.028723;0.0023802;0.00513;-0.077137;-0.12;-0.18517;0.054;-0.012;0.007;0.007;-0.02296;-0.009;-0.026;-0.018;0.026;-0.012
1360;-0.24729;0.28166;0.11702;0.041818;-0.14373;-0.15164;-0.30001;0.28783;0.028739;0.0024375;0.0051248;-0.077226;-0.11;-0.182;0.054;-0.012;0.007;0.007;-0.014;-0.009;-0.026;-0.018;0.026;-0.012896
1365;-0.24792;0.28166;0.11663;0.040882;-0.14507;-0.15075;-0.30004;0.28775;0.028739;0.0024749;0.0050945;-0.077009;-0.12;-0.182;0.054;-0.012;0.007;0.007;-0.014;-0.019;-0.026;-0.018;0.026;-0.012
1370;-0.24859;0.28156;0.11615;0.040921;-0.14644;-0.15037;-0.30012;0.28765;0.028707;0.0026971;0.0047571;-0.076838;-0.12;-0.182;0.054;-0.012;0.007;0.007352;-0.014;-0.009;-0.026;-0.018;0.026;-0.012
1375;-0.24915;0.28161;0.11576;0.039533;-0.14733;-0.14934;-0.30008;0.28771;0.028735;0.0024789;0.0048079;-0.07692;-0.11;-0.182;0.054;-0.012;0.007;0.007;-0.014;-0.009;-0.026;-0.018;0.026;-0.012104
1380;-0.24974;0.28159;0.11532;0.03878;-0.14822;-0.14857;-0.30005;0.28777;0.028773;0.0024406;0.0049743;-0.077124;-0.11;-0.177;0.054;-0.012;0.007;0.007;-0.02296;-0.009;-0.0312;-0.018;0.026;-0.013
1385;-0.25031;0.28161;0.11493;0.037983;-0.14903;-0.14771;-0.3001;0.28766;0.028754;0.0027126;0.0047504;-0.076993;-0.11;-0.162;0.054;-0.012;0.007;0.007;-0.01504;-0.01796;-0.026;-0.018;0.026;-0.012
1390;-0.25093;0.28157;0.11445;0.038138;-0.14993;-0.14709;-0.30011;0.28765;0.028801;0.0023392;0.0052772;-0.077116;-0.11;-0.172;0.054;-0.012;0.007;0.007;-0.024;-0.01796;-0.076;-0.018;0.026;-0.012
1395;-0.25147;0.28153;0.11403;0.037534;-0.15071;-0.14607;-0.30012;0.28765;0.028785;0.0025452;0.005143;-0.077275;-0.11;-0.162;0.054;-0.012;0.007;0.007;-0.02296;-0.019;-0.076;-0.018;0.026;-0.012
1400;-0.25203;0.28152;0.11361;0.036699;-0.15142;-0.14527;-0.30014;0.28757;0.028784;0.0027117;0.0048014;-0.07695;-0.12;-0.162;0.054;-0.012;0.007;0.007;-0.014;-0.009;-0.026;-0.018;0.026;-0.012
1405;-0.2526;0.28148;0.11319;0.035638;-0.15223;-0.14462;-0.30016;0.28749;0.028775;0.0029085;0.0045929;-0.076717;-0.12;-0.16501;0.054;-0.012;0.007;0.007;-0.014;-0.019;-0.026;-0.018;0.026;-0.012
1410;-0.25317;0.28144;0.11277;0.034989;-0.15303;-0.14396;-0.30008;0.28766;0.028867;0.0020799;0.0053264;-0.077092;-0.13;-0.172;0.054;-0.012;0.007;0.007216;-0.024;-0.019;-0.026;-0.018;0.026;-0.012
1415;-0.25363;0.28149;0.11233;0.03452;-0.15402;-0.14294;-0.30006;0.28765;0.02889;0.0019766;0.0056022;-0.076974;-0.13;-0.172;0.054;-0.012;0.007;0.008;-0.01504;-0.019;-0.026;-0.018;0.026;-0.012
1420;-0.25425;0.28121;0.11184;0.034384;-0.15507;-0.14244;-0.30015;0.2875;0.028844;0.0023877;0.0051617;-0.076742;-0.13;-0.172;0.054;-0.012;0.007;0.008;-0.01504;-0.020144;-0.026;-0.018;0.026;-0.012
1425;-0.25475;0.2812;0.11136;0.034363;-0.15613;-0.14169;-0.3002;0.28741;0.028831;0.002616;0.004825;-0.07663;-0.13;-0.17096;0.054;-0.012;0.007;0.007896;-0.014;-0.009;-0.026;-0.018;0.026;-0.013
1430;-0.25533;0.28099;0.11087;0.033569;-0.15711;-0.14121;-0.30019;0.28737;0.028859;0.0025137;0.0050189;-0.076512;-0.12896;-0.162;0.054;-0.012;0.007;0.007;-0.01504;0.002;-0.076;-0.018;0.026;-0.013
1435;-0.25577;0.28106;0.11045;0.032233;-0.15833;-0.14013;-0.3002;0.28737;0.028865;0.002739;0.0047769;-0.076736;-0.12;-0.162;0.054;-0.012;0.007;0.007;-0.014;0.002;-0.076;-0.018;0.026;-0.013
1440;-0.25625;0.2809;0.10991;0.032281;-0.15941;-0.13938;-0.30019;0.2874;0.0289;0.0024518;0.0050435;-0.076843;-0.12;-0.172;0.054;-0.012;0.007;0.008;-0.014;-0.009;-0.0312;-0.018;0.026;-0.013
1445;-0.25677;0.28075;0.10937;0.032352;-0.16073;-0.13861;-0.3002;0.28736;0.028925;0.0023045;0.0051969;-0.076717;-0.12;-0.17228;0.054;-0.012;0.007;0.008;-0.014;0.000856;-0.0708;-0.018;0.026;-0.013
1450;-0.25722;0.28072;0.10893;0.031193;-0.16184;-0.13799;-0.30021;0.28732;0.028946;0.0022286;0.0053426;-0.07655;-0.12;-0.182;0.054;-0.012;0.007;0.007;-0.014;-0.007856;-0.026;-0.018;0.026;-0.013
1455;-0.25766;0.28065;0.10845;0.030277;-0.16293;-0.13731;-0.30017;0.28737;0.028957;0.0021166;0.0055083;-0.07668;-0.12;-0.172;0.054;-0.012;0.007;0.007;-0.014;-0.009;-0.026;-0.018;0.027;-0.013
1460;-0.25801;0.28075;0.108;0.028933;-0.16399;-0.13627;-0.30016;0.28739;0.028966;0.0022523;0.0054802;-0.0769;-0.12;-0.172;0.054;-0.012;0.007;0.007;-0.014;-0.019;-0.026;-0.018;0.026896;-0.013
1465;-0.25845;0.28067;0.10752;0.027777;-0.16473;-0.13601;-0.3002;0.28733;0.028966;0.0022057;0.0056552;-0.076812;-0.11;-0.182;0.054;-0.012;0.007;0.007;-0.014;-0.019;0.0188;-0.018;0.026;-0.012
1470;-0.25888;0.28064;0.10704;0.025891;-0.16518;-0.13625;-0.30022;0.28726;0.028989;0.001802;0.0060395;-0.076621;-0.11;-0.172;0.054;-0.012;0.007;0.007;-0.014;-0.009;-0.026;-0.018;0.026;-0.012
1475;-0.25922;0.28071;0.10661;0.024003;-0.16559;-0.13626;-0.30022;0.28722;0.028971;0.0022259;0.005568;-0.076585;-0.11977;-0.172;0.054;-0.012;0.007;0.007;-0.014;-0.009;-0.0208;-0.018;0.026;-0.013
1480;-0.25962;0.28067;0.10617;0.022186;-0.16604;-0.13668;-0.3002;0.28724;0.02898;0.0021773;0.0056283;-0.07652;-0.12;-0.172;0.054;-0.012;0.007;0.007;-0.014;-0.009;-0.026;-0.018;0.026896;-0.013
1485;-0.25992;0.28072;0.10568;0.021003;-0.16661;-0.13683;-0.30024;0.28719;0.029031;0.0019012;0.0059133;-0.076389;-0.13;-0.172;0.054;-0.012;0.007;0.007;-0.02296;-0.01004;-0.026;-0.018;0.026;-0.012104
1490;-0.26023;0.28081;0.10519;0.019496;-0.16735;-0.13717;-0.30022;0.28723;0.029066;0.0016667;0.006114;-0.076565;-0.141;-0.182;0.054;-0.012;0.007;0.007;-0.024;-0.009;-0.026;-0.018;0.026;-0.012104
1495;-0.2606;0.28081;0.10461;0.019474;-0.16844;-0.13784;-0.30022;0.2872;0.029076;0.0016267;0.0062801;-0.076446;-0.141;-0.18096;0.054;-0.012;0.007;0.007;-0.014;-0.009;-0.026;-0.018;0.026;-0.012896
1500;-0.26091;0.28084;0.10411;0.018916;-0.16976;-0.13784;-0.30017;0.28726;0.029121;0.00099193;0.0068941;-0.076377;-0.14996;-0.172;0.059096;-0.012;0.007;0.007;-0.014;0.002;-0.026;-0.018;0.026;-0.013
1505;-0.26122;0.28085;0.10357;0.018327;-0.17126;-0.13764;-0.30022;0.28716;0.029103;0.0012026;0.0068645;-0.076273;-0.141;-0.172;0.054;-0.012;0.007;0.007;-0.024;-0.009;-0.076;-0.018;0.026;-0.012
1510;-0.26148;0.28097;0.10304;0.017942;-0.17311;-0.13686;-0.30021;0.2871;0.029134;0.0012876;0.00677;-0.076104;-0.151;-0.162;0.054;-0.012;0.007;0.007;-0.033856;-0.019;-0.0312;-0.018;0.026;-0.012
1515;-0.26179;0.28096;0.10251;0.017372;-0.17494;-0.13628;-0.30022;0.28712;0.02918;0.00090974;0.0071903;-0.076132;-0.151;-0.162;0.054;-0.012;0.007;0.007;-0.014;-0.019;-0.076;-0.018;0.026;-0.012104
1520;-0.26212;0.2809;0.10195;0.017162;-0.1768;-0.13562;-0.30024;0.28709;0.029161;0.0010195;0.0071974;-0.076073;-0.14884;-0.162;0.054;-0.012;0.007;0.007;-0.014;-0.009;-0.076;-0.018;0.026;-0.012
1525;-0.26242;0.28088;0.10139;0.017594;-0.17896;-0.13454;-0.30023;0.28708;0.02921;0.00087647;0.0073604;-0.076018;-0.141;-0.162;0.054;-0.012;0.007;0.007;-0.014;0.002;-0.026;-0.018;0.026;-0.013
1530;-0.2627;0.28083;0.10081;0.017688;-0.18077;-0.13372;-0.30028;0.28703;0.02925;0.00079562;0.0074461;-0.076163;-0.13;-0.152;0.006;-0.012;0.007352;0.007;-0.02296;-0.009;-0.076;-0.018;0.026;-0.012896
1535;-0.26294;0.2808;0.10025;0.017742;-0.18255;-0.13257;-0.30029;0.287;0.029267;0.00068901;0.0076311;-0.0761;-0.13;-0.152;0.006;-0.012;0.007;0.007;-0.014;-0.009;-0.026;-0.018;0.026;-0.012
1540;-0.26325;0.2807;0.099653;0.018243;-0.18454;-0.13192;-0.30026;0.28703;0.029271;0.0005422;0.0078302;-0.075911;-0.13;-0.152;0.006;-0.012;0.007;0.007;-0.004144;-0.009;-0.0312;-0.018;0.026;-0.012
1545;-0.26352;0.28068;0.099102;0.017508;-0.186;-0.13132;-0.30031;0.287;0.029297;0.00022842;0.0083278;-0.075834;-0.125;-0.152;0.054;-0.012;0.007;0.007;-0.003;0.002;-0.026;-0.018;0.026;-0.013
1550;-0.26379;0.28058;0.098573;0.01662;-0.18764;-0.13074;-0.30029;0.28702;0.029324;0.00014644;0.0086489;-0.075983;-0.12;-0.152;0.006;-0.012;0.007;0.007;-0.014;-0.009;-0.026;-0.018;0.026;-0.012896
1555;-0.26404;0.28055;0.098058;0.015279;-0.18898;-0.13033;-0.30023;0.28711;0.029398;-0.00028099;0.0092452;-0.076148;-0.12;-0.152;0.03;-0.012;0.007;0.007;-0.014;0.001692;-0.026;-0.018;0.026;-0.013
1560;-0.26428;0.28048;0.097504;0.014591;-0.18999;-0.13035;-0.30024;0.28714;0.029444;-0.00062432;0.0098015;-0.076354;-0.12;-0.152;0.006;-0.012;0.007;0.007;-0.014;-0.009;-0.026;-0.018;0.026;-0.013
1565;-0.26446;0.28052;0.096983;0.013008;-0.19111;-0.13007;-0.30024;0.28711;0.029456;-0.00094098;0.010497;-0.076468;-0.13;-0.152;0.006;-0.012;0.007;0.007;-0.024;-0.009;-0.026;-0.018;0.026;-0.012972
1570;-0.26468;0.28045;0.096414;0.012136;-0.1921;-0.12994;-0.30024;0.28704;0.029455;-0.00078401;0.010479;-0.076251;-0.13;-0.152;0.054;-0.012;0.007;0.007;-0.024;-0.009;0.0226;-0.018;0.026;-0.012972
1575;-0.26493;0.28034;0.095822;0.011532;-0.1929;-0.13038;-0.30024;0.28707;0.029488;-0.001275;0.011531;-0.076401;-0.141;-0.152;0.054;-0.012;0.007;0.007;-0.014;-0.009;-0.026;-0.018;0.026;-0.012028
1580;-0.26506;0.28033;0.095323;0.010283;-0.19398;-0.12983;-0.30023;0.28708;0.029509;-0.0014316;0.011876;-0.076432;-0.141;-0.15984;0.054;-0.012;0.007784;0.007;-0.02372;-0.009;-0.026;-0.018;0.026;-0.012
1585;-0.26521;0.28036;0.094743;0.0093823;-0.19493;-0.12962;-0.30023;0.28709;0.029526;-0.0014826;0.011761;-0.07636;-0.151;-0.152;0.054;-0.012;0.007;0.007;-0.014;-0.01872;-0.026;-0.018;0.026;-0.012972
1590;-0.26535;0.28032;0.094149;0.0096567;-0.19642;-0.12923;-0.30023;0.28705;0.029577;-0.0018802;0.01243;-0.076376;-0.15316;-0.152;0.054;-0.012;0.007784;0.007;-0.024;-0.00928;-0.026;-0.018;0.026;-0.012972
1595;-0.2655;0.2802;0.093589;0.0090562;-0.19801;-0.12867;-0.30017;0.28714;0.029656;-0.0023678;0.012931;-0.076504;-0.161;-0.152;0.006;-0.012;0.007;0.007;-0.02372;-0.009;-0.026;-0.018;0.026;-0.012028
1600;-0.26562;0.28006;0.093014;0.0091571;-0.19996;-0.1281;-0.30016;0.28717;0.02968;-0.0028044;0.01332;-0.076479;-0.15996;-0.152;0.006;-0.012;0.008;0.007;-0.014;-0.01872;-0.026;-0.018;0.026;-0.013
1605;-0.26569;0.2801;0.092478;0.0089652;-0.20214;-0.12702;-0.30019;0.28712;0.029673;-0.00273;0.013415;-0.076479;-0.151;-0.152;-0.043;-0.012;0.008;0.007;-0.024;-0.009;-0.026;-0.018;0.026;-0.013
1610;-0.26581;0.28;0.091902;0.0096072;-0.20449;-0.12659;-0.30017;0.28717;0.029728;-0.002916;0.013626;-0.076728;-0.151;-0.152;0.006;-0.012;0.008;0.007;-0.024;-0.019;-0.026;-0.018;0.026;-0.013
1615;-0.26592;0.27989;0.091428;0.0092472;-0.20672;-0.12601;-0.30019;0.28714;0.029749;-0.0031505;0.014011;-0.076557;-0.141;-0.15228;0.006;-0.012;0.008;0.007;-0.024;-0.009;0.024;-0.018;0.027;-0.013
1620;-0.2659;0.27996;0.09096;0.0092662;-0.20879;-0.12507;-0.30025;0.28704;0.029744;-0.003517;0.01461;-0.076388;-0.141;-0.152;0.006;-0.012;0.008;0.007;-0.024;-0.009;0.024;-0.018;0.026972;-0.012
1625;-0.26605;0.27978;0.09046;0.0098166;-0.21085;-0.12495;-0.30018;0.28716;0.02984;-0.0041302;0.015212;-0.076762;-0.14069;-0.15172;0.006;-0.012;0.008;0.007;-0.01428;-0.009;-0.026;-0.018;0.026;-0.012028
1630;-0.26614;0.27967;0.090021;0.0088671;-0.21234;-0.12463;-0.30014;0.28724;0.029902;-0.004342;0.015275;-0.076922;-0.13;-0.142;0.006;-0.012;0.007;0.007;-0.024;-0.009;-0.026;-0.018;0.026972;-0.013
1635;-0.26623;0.27952;0.089556;0.0087941;-0.21368;-0.12469;-0.30017;0.28723;0.029902;-0.004403;0.014986;-0.076865;-0.13;-0.142;0.006;-0.012;0.007;0.007;-0.01428;-0.009;-0.026;-0.018;0.026;-0.013
1640;-0.26627;0.27953;0.089192;0.0079173;-0.21478;-0.12445;-0.30016;0.28724;0.029907;-0.0044556;0.015244;-0.076958;-0.12;-0.142;0.006;-0.012;0.007;0.007;-0.01428;0.001692;-0.026;-0.018;0.026972;-0.012972
1645;-0.26634;0.27933;0.088771;0.0069172;-0.21529;-0.1245;-0.30015;0.28726;0.029917;-0.0044023;0.015066;-0.076944;-0.12;-0.132;0.006;-0.012;0.007;0.007;-0.024;0.002;-0.026;-0.018;0.026;-0.013
1650;-0.2664;0.27924;0.088357;0.0069971;-0.21603;-0.12484;-0.30014;0.28732;0.029974;-0.0050716;0.015757;-0.077089;-0.12972;-0.142;0.006;-0.012;0.008;0.007;-0.014;-0.009;0.0226;-0.018;0.026;-0.013
1655;-0.26639;0.2793;0.087993;0.0057078;-0.21648;-0.12472;-0.30018;0.28727;0.029947;-0.0048136;0.015631;-0.077129;-0.13;-0.13228;0.006;-0.012;0.007028;0.007;-0.014;-0.009;-0.026;-0.018;0.026;-0.013
1660;-0.26643;0.2792;0.087661;0.0043408;-0.21703;-0.12447;-0.30019;0.28724;0.029935;-0.0046598;0.015495;-0.077013;-0.13;-0.14172;0.006;-0.012;0.007;0.007;-0.014;-0.008692;-0.026;-0.018;0.026;-0.013
1665;-0.26656;0.27904;0.087316;0.0036496;-0.21774;-0.12455;-0.3002;0.28719;0.029894;-0.0044238;0.015393;-0.076868;-0.12104;-0.14096;0.006;-0.012;0.007;0.007;-0.014;0.001692;-0.026;-0.018;0.026;-0.013
1670;-0.26664;0.27889;0.08697;0.0031804;-0.21862;-0.12439;-0.30019;0.28717;0.029911;-0.0046139;0.015331;-0.076662;-0.13;-0.142;0.006;-0.012;0.007104;0.007;-0.014;-0.008692;-0.026;-0.018;0.026;-0.013
1675;-0.26669;0.27879;0.086661;0.0022582;-0.21925;-0.12394;-0.30017;0.28725;0.029922;-0.0046309;0.01544;-0.077015;-0.13;-0.142;0.006;-0.012;0.007104;0.007;-0.014;-0.009;-0.026;-0.018;0.026028;-0.013
1680;-0.26674;0.27871;0.086352;0.0014953;-0.2195;-0.12376;-0.30012;0.28734;0.029997;-0.0052688;0.016269;-0.077326;-0.12183;-0.142;-0.043;-0.012;0.008;0.007;-0.014;-0.009;-0.026;-0.018;0.026;-0.012
1685;-0.26684;0.27859;0.086037;0.0016746;-0.21999;-0.12356;-0.30013;0.28737;0.029989;-0.0050943;0.015881;-0.077317;-0.13;-0.142;-0.032416;-0.012;0.007784;0.007;-0.003308;-0.009;-0.026;-0.018;0.026;-0.013
1690;-0.2668;0.27855;0.085776;0.00066364;-0.21998;-0.12308;-0.30014;0.28734;0.029951;-0.0050098;0.015724;-0.077244;-0.12216;-0.142;-0.043;-0.012;0.008;0.007;-0.003;-0.009;-0.026;-0.018;0.026;-0.013
1695;-0.26687;0.2785;0.085537;-0.00056688;-0.21989;-0.12297;-0.30014;0.28731;0.029958;-0.005073;0.015751;-0.07731;-0.12216;-0.142;0.006;-0.012;0.008;0.007;-0.003;-0.008692;-0.076;-0.018;0.026;-0.013
1700;-0.26689;0.27844;0.085279;-0.0011557;-0.21978;-0.1228;-0.30019;0.28724;0.029936;-0.0049071;0.015591;-0.077095;-0.12;-0.142;0.006;-0.012;0.007;0.007;-0.003;-0.009;-0.026;-0.018;0.026;-0.013
1705;-0.2669;0.27835;0.085021;-0.0018108;-0.21961;-0.12245;-0.30021;0.2872;0.02993;-0.0048743;0.015545;-0.077154;-0.13;-0.142;0.006;-0.012;0.008;0.007;-0.003;-0.01872;-0.026;-0.018;0.026;-0.012972
1710;-0.26696;0.27824;0.084768;-0.0022508;-0.21939;-0.12269;-0.30021;0.28723;0.029892;-0.0043023;0.014913;-0.077269;-0.13;-0.132;-0.025752;-0.012;0.007648;0.007;-0.003;-0.009;-0.0246;-0.018;0.026;-0.012
1715;-0.26699;0.27815;0.084527;-0.0032404;-0.21915;-0.12255;-0.30018;0.28726;0.029894;-0.0045749;0.015318;-0.077204;-0.13;-0.137;-0.043;-0.012;0.008;0.007;-0.003;-0.009;-0.026;-0.018;0.026;-0.013
1720;-0.26705;0.27803;0.084296;-0.0039677;-0.21912;-0.12263;-0.30018;0.28723;0.029892;-0.004487;0.014999;-0.076997;-0.13;-0.137;-0.043;-0.012;0.008;0.007;-0.003;0.001692;-0.0246;-0.018;0.026;-0.013
1725;-0.26707;0.27788;0.084035;-0.0042182;-0.2191;-0.12282;-0.30014;0.28729;0.029909;-0.0044136;0.014686;-0.077114;-0.141;-0.132;-0.043;-0.012;0.008;0.007;-0.014;-0.009;-0.026;-0.018;0.026;-0.013
1730;-0.26711;0.27778;0.083809;-0.0056547;-0.21913;-0.1226;-0.30013;0.28729;0.02991;-0.0044863;0.014519;-0.077019;-0.146;-0.132;0.006;-0.012;0.007;0.007;-0.014;-0.009;-0.0746;-0.018;0.026028;-0.013
1735;-0.26701;0.27782;0.083626;-0.0067505;-0.21931;-0.12207;-0.30021;0.28718;0.029904;-0.0044774;0.014631;-0.076938;-0.14748;-0.132;0.006;-0.012;0.007;0.007;-0.014;-0.009;-0.026;-0.018;0.026;-0.013
1740;-0.26713;0.27761;0.083325;-0.0063216;-0.21982;-0.12251;-0.30022;0.28719;0.029891;-0.0043966;0.014681;-0.077047;-0.14748;-0.142;0.006;-0.012;0.007;0.007;-0.014;-0.009;-0.026;-0.018;0.027;-0.013
1745;-0.26711;0.27754;0.083116;-0.0072934;-0.22023;-0.122;-0.3002;0.28718;0.029868;-0.0041789;0.014709;-0.076948;-0.151;-0.142;0.006;-0.012;0.007;0.007;-0.014;-0.009;-0.026;-0.018;0.026;-0.013
1750;-0.26709;0.27743;0.082887;-0.0077689;-0.22078;-0.12162;-0.30026;0.28715;0.029864;-0.0043132;0.01465;-0.077073;-0.141;-0.142;0.006;-0.012;0.007;0.007;-0.014;-0.009;-0.0274;-0.018;0.026;-0.013
1755;-0.26716;0.27721;0.0826;-0.0074308;-0.22155;-0.12153;-0.30027;0.28715;0.02988;-0.0043419;0.014706;-0.077132;-0.141;-0.142;0.006;-0.012;0.008;0.007;-0.01428;0.002;-0.026;-0.018;0.026;-0.013
1760;-0.26711;0.27722;0.082431;-0.0084875;-0.22226;-0.12093;-0.30023;0.28721;0.029909;-0.0044688;0.014714;-0.077131;-0.141;-0.13984;0.006;-0.012;0.007;0.007;-0.014;-0.009;-0.026;-0.018;0.026;-0.012
1765;-0.26711;0.2771;0.082203;-0.0087618;-0.22319;-0.12047;-0.30021;0.28722;0.029875;-0.0042632;0.014272;-0.077147;-0.141;-0.142;0.006;-0.012;0.0078174;0.007;-0.014;-0.009;-0.076;-0.018;0.026;-0.012
1770;-0.26707;0.27708;0.082023;-0.0090692;-0.22404;-0.1202;-0.30022;0.28719;0.029859;-0.0040204;0.013807;-0.077089;-0.14204;-0.152;0.006;-0.012;0.007104;0.007;-0.014;-0.009;-0.0746;-0.018;0.026;-0.012028
1775;-0.26718;0.27678;0.081745;-0.0083117;-0.22518;-0.12016;-0.30024;0.28714;0.029876;-0.0041442;0.013837;-0.076908;-0.141;-0.152;0.006;-0.012;0.007896;0.007;-0.014;-0.009;-0.026;-0.018;0.026972;-0.013
1780;-0.26712;0.2768;0.081602;-0.0091718;-0.22601;-0.11935;-0.30026;0.28715;0.029864;-0.0042227;0.014123;-0.077012;-0.141;-0.152;0.006;-0.012;0.007;0.007;-0.013692;0.002;-0.026;-0.018;0.026;-0.013
1785;-0.26719;0.27666;0.081429;-0.0093346;-0.22709;-0.11917;-0.30029;0.28711;0.029828;-0.0037732;0.013509;-0.076848;-0.13;-0.152;0.006;-0.012;0.007;0.007;-0.014;0.001692;-0.026;-0.018;0.026;-0.013
