Freq 200 --> Features: time;  objectRightX(m);objectRightY(m);objectRightZ(m);objectRight roll(radian);objectRight pitch (radian);objectRight yaw (radian);objectLeft X (m);objectLeft Y (m);objectLeft Z (m);objectLeft roll(radian);objectLeft pitch (radian);objectLeft yaw (radian);objectRightFx (N);objectRightFy (N);objectRightFz (N);objectRightTx (N m);objectRightTy (N m);objectRightTz (N m);objectLeftFx (N);objectLeftFy (N);objectLeftFz (N);objectLeftTx (N m);objectLeftTy (N m);objectLeftTz (N m)
60;-0.073774;0.27022;0.028045;0.0082885;0.0031048;-0.091282;-0.30068;0.286;0.028372;0.0057335;0.0012575;-0.071412;0.15614;0.575;0.688;-0.003;0.035;-0.04;-0.068;0.002;-0.076;-0.018;0.025;-0.0125
65;-0.073742;0.2703;0.0281;0.0078207;0.0032229;-0.091345;-0.3007;0.28598;0.028359;0.0058414;0.0014463;-0.07142;0.166;0.575;0.688;-0.002;0.036;-0.04;-0.068;0.002;-0.076;-0.018;0.025;-0.013
70;-0.073791;0.27018;0.028055;0.0085648;0.0030482;-0.091379;-0.30069;0.28603;0.028423;0.005234;0.0019736;-0.071625;0.166;0.575;0.688;-0.003;0.035104;-0.04;-0.068;0.002;-0.051;-0.018;0.025;-0.013
75;-0.073702;0.27029;0.02809;0.0074468;0.0032573;-0.091196;-0.30068;0.28599;0.028404;0.0054965;0.0017483;-0.071524;0.166;0.585;0.688;-0.003;0.035028;-0.040972;-0.068;0.0075;-0.076;-0.018;0.025;-0.013
80;-0.073752;0.27027;0.02809;0.0078985;0.0031025;-0.091253;-0.30071;0.28599;0.028382;0.0058111;0.001518;-0.071674;0.166;0.585;0.688;-0.003;0.035972;-0.040972;-0.0625;0.013;-0.076;-0.018;0.025;-0.013
85;-0.073763;0.27024;0.02805;0.0083403;0.0031995;-0.091317;-0.30066;0.28605;0.028393;0.0056349;0.0018831;-0.071705;0.166;0.585;0.688;-0.003;0.036;-0.040972;-0.068;0.002;-0.076;-0.018;0.025;-0.013
90;-0.073747;0.27029;0.028084;0.0079367;0.0030886;-0.091197;-0.30064;0.28608;0.028422;0.0055016;0.0017291;-0.071641;0.166;0.585;0.688;-0.003;0.036;-0.041;-0.068;0.013;-0.076;-0.018;0.025;-0.013
95;-0.073769;0.27026;0.028056;0.0082684;0.003062;-0.09135;-0.30068;0.28599;0.02839;0.0053354;0.0017094;-0.071447;0.166;0.585;0.688;-0.003;0.036;-0.04;-0.068;0.013;-0.076;-0.018;0.025;-0.013
100;-0.073742;0.27022;0.028091;0.007801;0.0030287;-0.091251;-0.30069;0.28598;0.028392;0.0054731;0.0015981;-0.071494;0.166;0.585;0.688;-0.003;0.035;-0.041;-0.0625;0.0075;-0.076;-0.018;0.025;-0.013
105;-0.073781;0.27023;0.028074;0.0085683;0.0028536;-0.091447;-0.3007;0.28597;0.028402;0.0056664;0.0014875;-0.071521;0.155;0.585;0.688;-0.003;0.035;-0.041;-0.068;0.002;-0.076;-0.018;0.025;-0.0125
110;-0.073748;0.27029;0.028096;0.0077492;0.003087;-0.091337;-0.3007;0.28591;0.028383;0.0056946;0.0015318;-0.071224;0.15531;0.585;0.688;-0.003;0.035;-0.040972;-0.068;0.013;-0.076;-0.018;0.025;-0.013
115;-0.073781;0.27016;0.028056;0.0080303;0.0031164;-0.091405;-0.30072;0.28596;0.028349;0.0059215;0.0012262;-0.071339;0.155;0.575;0.688;-0.002972;0.035;-0.04;-0.0625;0.013;-0.051;-0.018;0.025;-0.013
120;-0.073759;0.27024;0.02807;0.0078942;0.0029498;-0.091365;-0.30073;0.28597;0.028338;0.0058985;0.0014423;-0.071573;0.155;0.575;0.688;-0.003;0.035;-0.04;-0.068;0.0075;-0.076;-0.018;0.025;-0.0125
125;-0.073735;0.27028;0.028121;0.0074589;0.0029596;-0.091165;-0.30068;0.28602;0.028384;0.005568;0.0017052;-0.071667;0.155;0.575;0.688;-0.003;0.035;-0.04;-0.068;0.0075;-0.1005;-0.018;0.025;-0.013
130;-0.073718;0.27028;0.028086;0.0078224;0.0029701;-0.091087;-0.30063;0.28608;0.028419;0.0055144;0.0017102;-0.071825;0.155;0.566;0.688;-0.003;0.035;-0.04;-0.0625;0.0075;-0.1005;-0.018;0.025;-0.013
135;-0.073742;0.27023;0.02809;0.0082524;0.0029264;-0.091184;-0.30064;0.28604;0.028425;0.0053243;0.0018514;-0.071673;0.155;0.566;0.736;-0.002;0.035;-0.04;-0.068;-0.0035;-0.076;-0.018;0.025;-0.0125
140;-0.073792;0.27021;0.028063;0.0082203;0.0029208;-0.091398;-0.30065;0.28599;0.028418;0.0054089;0.0018151;-0.071502;0.155;0.56417;0.736;-0.002;0.035;-0.039;-0.068;0.002;-0.076;-0.018;0.025;-0.0125
145;-0.073737;0.27031;0.02812;0.0075448;0.0030405;-0.09128;-0.30069;0.28595;0.028408;0.0054748;0.0016174;-0.071434;0.155;0.56384;0.736;-0.002;0.035;-0.039;-0.0625;0.002;-0.076;-0.018;0.025;-0.013
150;-0.073764;0.27023;0.028097;0.0074896;0.0030934;-0.091313;-0.30067;0.28599;0.028403;0.0054725;0.0017065;-0.071533;0.155;0.54816;0.688;-0.002;0.035;-0.039;-0.057;0.002;-0.076;-0.018;0.025;-0.012
155;-0.073728;0.27031;0.028142;0.0072462;0.0030069;-0.091035;-0.30064;0.28606;0.028424;0.005359;0.0018693;-0.071618;0.155;0.546;0.688;-0.002;0.035;-0.039;-0.057;0.002;-0.076;-0.018;0.025;-0.012352
160;-0.073737;0.27024;0.028078;0.0079959;0.0030775;-0.091231;-0.30064;0.28608;0.02843;0.0053018;0.0017741;-0.071761;0.16213;0.546;0.736;-0.002;0.034;-0.039;-0.064128;0.013;-0.076;-0.018;0.025;-0.013
165;-0.07373;0.27032;0.028079;0.0078715;0.0030002;-0.091157;-0.30064;0.2861;0.028442;0.0050468;0.0022818;-0.071905;0.155;0.536;0.736;-0.002648;0.034;-0.038352;-0.049872;0.009128;-0.076;-0.018;0.025;-0.013
170;-0.073797;0.27017;0.028063;0.0084215;0.0029856;-0.091471;-0.30063;0.28613;0.028424;0.0054413;0.0018142;-0.07203;0.155;0.536;0.688;-0.002;0.034;-0.038;-0.049872;0.002;-0.076;-0.018;0.025;-0.013
175;-0.073734;0.27026;0.028028;0.0081433;0.0030783;-0.09105;-0.30069;0.28601;0.028385;0.0057467;0.0012467;-0.071632;0.155;0.526;0.736;-0.002;0.034;-0.038;-0.060872;-0.001872;-0.125;-0.018;0.025;-0.013
180;-0.073719;0.2703;0.028079;0.0074625;0.0032951;-0.091127;-0.30067;0.28601;0.028414;0.0053725;0.0018603;-0.071537;0.1605;0.516;0.736;-0.002;0.033;-0.038;-0.068;-0.005128;-0.076;-0.018;0.025;-0.013
185;-0.073786;0.27016;0.028039;0.0085226;0.0030026;-0.091284;-0.30061;0.28609;0.028454;0.005065;0.0020717;-0.071665;0.1605;0.516;0.7605;-0.002;0.033;-0.037;-0.060872;0.002;-0.125;-0.018;0.025;-0.013
190;-0.073757;0.27023;0.028092;0.0074432;0.0031542;-0.091107;-0.30065;0.28604;0.02843;0.005461;0.0015395;-0.071644;0.1605;0.5115;0.785;-0.002;0.033;-0.037;-0.057;0.002;-0.125;-0.018;0.025;-0.013
195;-0.073728;0.27026;0.028136;0.0075095;0.0030555;-0.091103;-0.30066;0.28598;0.028412;0.0056665;0.0014936;-0.071447;0.166;0.50348;0.785;-0.002;0.033;-0.037;-0.068;-0.005128;-0.125;-0.018;0.025;-0.013
200;-0.073728;0.27029;0.028125;0.0077876;0.0030422;-0.091105;-0.30074;0.28588;0.028384;0.0057525;0.0014607;-0.071251;0.166;0.497;0.80225;-0.002;0.032648;-0.036;-0.060872;-0.001872;-0.125;-0.018;0.025;-0.013
205;-0.073706;0.27036;0.02813;0.0075635;0.0031923;-0.091043;-0.30071;0.28592;0.028368;0.0057583;0.001431;-0.071342;0.155;0.49348;0.785;-0.002;0.032;-0.036;-0.068;0.002;-0.076;-0.018;0.025;-0.013
210;-0.073687;0.27039;0.028131;0.0071763;0.0031755;-0.090917;-0.30064;0.28608;0.028424;0.005512;0.0016363;-0.071761;0.155;0.487;0.785;-0.002;0.032;-0.036;-0.060872;0.013;-0.076;-0.018;0.025;-0.013
215;-0.073711;0.27035;0.02813;0.0073728;0.0031272;-0.090966;-0.30062;0.28611;0.028474;0.0053706;0.0015959;-0.071778;0.155;0.477;0.834;-0.002;0.032;-0.035;-0.068;0.002;-0.0436;-0.018;0.025;-0.013
220;-0.073698;0.27034;0.028124;0.0073402;0.0032373;-0.090956;-0.30064;0.28604;0.028446;0.0054374;0.0015809;-0.071556;0.145;0.477;0.834;-0.002;0.031784;-0.035;-0.068;0.002;-0.026;-0.018;0.025;-0.013
225;-0.073755;0.27021;0.028073;0.0082334;0.0030766;-0.091054;-0.30066;0.28601;0.028407;0.0055434;0.0014839;-0.071394;0.14683;0.467;0.834;-0.002;0.031;-0.035;-0.068;0.009128;-0.026;-0.018;0.025;-0.012648
230;-0.073738;0.27022;0.028079;0.0078399;0.0032725;-0.091118;-0.30064;0.28606;0.028413;0.0055143;0.0015296;-0.071573;0.155;0.457;0.834;-0.002;0.031;-0.034;-0.068;0.002;-0.076;-0.018;0.025;-0.012
235;-0.073752;0.27021;0.02806;0.0081672;0.0031365;-0.091218;-0.30062;0.28614;0.028436;0.0054527;0.0017154;-0.071829;0.155;0.457;0.882;-0.002;0.031;-0.034;-0.057;-0.009;-0.076;-0.018;0.025;-0.013
240;-0.07375;0.27026;0.028112;0.0073727;0.0032762;-0.091227;-0.30064;0.28607;0.028441;0.0054159;0.0015036;-0.07159;0.155;0.448;0.882;-0.002;0.031;-0.034;-0.057;-0.009;-0.076;-0.018;0.025;-0.013
245;-0.073789;0.27021;0.028061;0.0081554;0.0030842;-0.091118;-0.30069;0.28598;0.028413;0.0055984;0.0013167;-0.071388;0.14528;0.438;0.882;-0.002;0.03;-0.033972;-0.057;0.002;-0.076;-0.018;0.025;-0.012
250;-0.073784;0.27016;0.028055;0.0080533;0.0033125;-0.091181;-0.30068;0.28598;0.028402;0.0055212;0.0017193;-0.07145;0.155;0.428;0.882;-0.002;0.03;-0.033;-0.057;-0.001872;-0.076;-0.018;0.025;-0.012
255;-0.073779;0.2702;0.02809;0.0079136;0.0031023;-0.091273;-0.30073;0.28591;0.028384;0.0056867;0.0016435;-0.071362;0.14528;0.428;0.88337;-0.002;0.03;-0.033;-0.057;0.002;-0.076;-0.018;0.025;-0.012352
260;-0.073773;0.27024;0.028074;0.0082227;0.0030303;-0.091227;-0.30076;0.28587;0.028384;0.0057571;0.0014526;-0.071305;0.155;0.428;0.882;-0.002;0.029;-0.032;-0.057;0.002;-0.076;-0.018;0.025;-0.012
265;-0.07376;0.27024;0.028085;0.0076652;0.003102;-0.091104;-0.30068;0.286;0.028415;0.0052827;0.0020153;-0.071577;0.145;0.418;0.931;-0.002;0.029;-0.032;-0.057;0.002;-0.093248;-0.018;0.025;-0.012648
270;-0.073778;0.2702;0.028079;0.0082687;0.0029699;-0.091138;-0.30062;0.2861;0.028455;0.0050046;0.0023553;-0.071697;0.145;0.408;0.931;-0.002;0.029;-0.031;-0.064128;0.002;-0.10775;-0.018;0.025;-0.012352
275;-0.073743;0.27026;0.02809;0.0075549;0.0032821;-0.091105;-0.30063;0.28605;0.028447;0.0053323;0.0017429;-0.071638;0.145;0.399;0.882;-0.002;0.029;-0.031;-0.060872;-0.009;-0.076;-0.018;0.025;-0.012
280;-0.073755;0.27021;0.028078;0.0078297;0.0031629;-0.091089;-0.30068;0.28596;0.028437;0.0054988;0.0015045;-0.071522;0.145;0.389;0.931;-0.002;0.028;-0.031;-0.064128;0.002;-0.076;-0.018;0.025;-0.013
285;-0.07377;0.27026;0.028107;0.0075717;0.0031275;-0.091117;-0.30064;0.28605;0.028462;0.0051552;0.0019576;-0.071708;0.145;0.379;0.931;-0.002;0.028;-0.031;-0.057;0.002;-0.076;-0.018;0.025;-0.013
290;-0.073749;0.27024;0.028066;0.0085527;0.0030051;-0.091028;-0.30061;0.28612;0.028472;0.0050781;0.002162;-0.071879;0.13528;0.36928;0.98;-0.002;0.028;-0.03;-0.053128;0.002;-0.076;-0.018;0.025;-0.013
295;-0.073732;0.27032;0.02813;0.0076366;0.0030713;-0.09094;-0.30066;0.28603;0.02842;0.0054927;0.0016768;-0.071641;0.145;0.369;0.98;-0.002;0.028;-0.03;-0.057;0.002;-0.076;-0.018;0.025;-0.013
300;-0.073754;0.27026;0.028129;0.0076618;0.0031154;-0.091071;-0.30066;0.286;0.028447;0.0054378;0.0016928;-0.071533;0.145;0.359;0.98;-0.002;0.027;-0.03;-0.053128;0.002;-0.076;-0.018;0.025;-0.013
305;-0.073759;0.27027;0.028111;0.0076885;0.0029948;-0.090932;-0.3007;0.28592;0.028402;0.0057347;0.0013032;-0.07133;0.145;0.35004;0.98;-0.002;0.027;-0.03;-0.049872;-0.005128;-0.0584;-0.018;0.025;-0.013
310;-0.073765;0.27029;0.02814;0.007554;0.0030341;-0.091003;-0.30069;0.28593;0.028407;0.0055444;0.0018042;-0.07129;0.145;0.349;0.98;-0.002;0.027;-0.029104;-0.057;0.002;-0.076;-0.018;0.025;-0.013
315;-0.073782;0.27026;0.028089;0.0083457;0.0030033;-0.091141;-0.30069;0.28593;0.02843;0.0054647;0.0018567;-0.07126;0.145;0.34;0.98;-0.002;0.027;-0.029;-0.057;0.002;-0.076;-0.018;0.025;-0.013
320;-0.073809;0.2702;0.02805;0.0085896;0.0029934;-0.091274;-0.3007;0.28595;0.02842;0.0056617;0.0014269;-0.071435;0.14284;0.33216;0.98;-0.002;0.026;-0.028216;-0.046;0.013;-0.10775;-0.018;0.025;-0.013
325;-0.073798;0.27022;0.028079;0.0079058;0.0031502;-0.091188;-0.3007;0.28596;0.02839;0.0057677;0.0013202;-0.071321;0.13716;0.33;1.029;-0.002;0.026;-0.028;-0.046;0.002;-0.076;-0.018;0.025;-0.013
330;-0.073804;0.27018;0.02807;0.0081616;0.0031344;-0.091123;-0.30064;0.28605;0.028447;0.005302;0.0016046;-0.071392;0.145;0.32648;1.029;-0.002;0.026;-0.028;-0.057;0.013;-0.076;-0.018;0.025;-0.012648
335;-0.073804;0.27018;0.028075;0.008469;0.0030186;-0.091094;-0.30065;0.28605;0.028482;0.0050318;0.0018689;-0.0714;0.145;0.32;1.077;-0.002;0.025;-0.028;-0.068;0.002;-0.076;-0.018;0.025;-0.013
340;-0.073795;0.27017;0.028096;0.0080401;0.0030279;-0.090965;-0.30066;0.28605;0.028449;0.0052149;0.0017555;-0.07153;0.155;0.31;1.029;-0.002;0.025;-0.027;-0.057;0.002;-0.125;-0.018;0.025;-0.013
345;-0.073814;0.27025;0.028101;0.0080784;0.0031182;-0.091235;-0.30064;0.28608;0.02845;0.0051997;0.0018781;-0.071644;0.145;0.3;1.0563;-0.002;0.025;-0.027;-0.064128;0.002;-0.125;-0.018;0.025;-0.013
350;-0.073846;0.27014;0.02808;0.008189;0.0030408;-0.091232;-0.30062;0.28611;0.028466;0.0051668;0.0019273;-0.071641;0.145;0.3;1.077;-0.002;0.025;-0.027;-0.057;-0.005128;-0.125;-0.018;0.025;-0.013
355;-0.073847;0.27017;0.02806;0.0085288;0.0031043;-0.091259;-0.30062;0.28608;0.028482;0.0052944;0.0017387;-0.071543;0.145;0.29;1.077;-0.002;0.024;-0.026;-0.057;0.002;-0.125;-0.018;0.025;-0.013
360;-0.073819;0.27022;0.028095;0.0082043;0.0029847;-0.091106;-0.30071;0.28594;0.028426;0.0055512;0.0015219;-0.071374;0.135;0.2855;1.077;-0.002;0.024;-0.026;-0.064128;0.009128;-0.125;-0.018;0.025;-0.013
365;-0.073792;0.27021;0.028117;0.0077679;0.0031914;-0.09108;-0.30071;0.28599;0.028439;0.005314;0.0017023;-0.071551;0.14148;0.27748;1.077;-0.002;0.024;-0.026;-0.057;0.002;-0.076;-0.018;0.025;-0.013
370;-0.073785;0.27027;0.028146;0.007698;0.0031122;-0.091012;-0.30065;0.28607;0.028485;0.0048857;0.0020074;-0.071582;0.145;0.281;1.0459;-0.002;0.024;-0.025;-0.057;0.002;-0.125;-0.018;0.025;-0.013
375;-0.073797;0.27024;0.02813;0.0075742;0.0031868;-0.09111;-0.30072;0.28593;0.028431;0.0053835;0.0016854;-0.071288;0.145;0.27452;1.077;-0.002352;0.024;-0.025;-0.046;0.002;-0.076;-0.018;0.025;-0.013
380;-0.073813;0.27018;0.028111;0.008019;0.0032378;-0.09117;-0.30071;0.28595;0.02843;0.0055566;0.0014937;-0.071324;0.135;0.271;1.077;-0.002;0.023;-0.025;-0.046;-0.005128;-0.0436;-0.018;0.025;-0.013
385;-0.073814;0.27018;0.028121;0.0079205;0.0032063;-0.091185;-0.30073;0.28591;0.028436;0.0055953;0.0016539;-0.071406;0.135;0.271;1.077;-0.003;0.023;-0.025;-0.049872;0.002;-0.076;-0.018;0.025;-0.013
390;-0.07386;0.2701;0.02811;0.0079594;0.0032423;-0.091323;-0.30066;0.28604;0.028466;0.0053091;0.0020039;-0.071733;0.135;0.271;1.126;-0.003;0.023;-0.025;-0.057;0.002;-0.076;-0.018;0.025;-0.013
395;-0.073808;0.27022;0.028121;0.0078401;0.0033241;-0.091106;-0.30064;0.28603;0.028439;0.0053274;0.0018618;-0.071526;0.145;0.261;1.126;-0.003;0.022;-0.025;-0.057;0.013;-0.026;-0.018;0.025;-0.012648
400;-0.073836;0.27019;0.028129;0.0075209;0.0033472;-0.091243;-0.30067;0.28601;0.028436;0.0053805;0.0017706;-0.071375;0.145;0.251;1.126;-0.003;0.022;-0.024;-0.057;0.013;-0.076;-0.018;0.025;-0.013
405;-0.073847;0.27017;0.028127;0.0078022;0.0033349;-0.091262;-0.3007;0.28594;0.028477;0.0049649;0.0022948;-0.071249;0.145;0.241;1.175;-0.003;0.022;-0.024;-0.057;0.009128;-0.026;-0.018;0.025;-0.013
410;-0.073881;0.27008;0.028089;0.0081565;0.0033507;-0.091313;-0.30072;0.28594;0.028477;0.0049625;0.0022944;-0.071398;0.145;0.241;1.175;-0.003;0.022;-0.024;-0.065624;0.002;-0.0652;-0.018;0.025;-0.012784
415;-0.073825;0.27012;0.028086;0.0081649;0.0034489;-0.091135;-0.3007;0.28596;0.02847;0.0053211;0.0018032;-0.071431;0.145;0.231;1.175;-0.003;0.021;-0.024;-0.068;0.013;-0.076;-0.018;0.025;-0.013
420;-0.073835;0.27008;0.028099;0.0081582;0.0033529;-0.090998;-0.30072;0.28592;0.028449;0.0054274;0.0016389;-0.071356;0.155;0.231;1.1736;-0.003;0.021;-0.023;-0.065624;0.010624;-0.076;-0.018;0.025;-0.013
425;-0.073825;0.27011;0.028126;0.0076116;0.0037372;-0.091191;-0.30073;0.28593;0.02842;0.0055259;0.0016501;-0.071432;0.14528;0.231;1.175;-0.003;0.021;-0.023;-0.057;0.002;-0.076;-0.018;0.025;-0.013
430;-0.073851;0.27005;0.028076;0.0080261;0.0036838;-0.091115;-0.30072;0.28595;0.028431;0.0054156;0.0018321;-0.071471;0.145;0.222;1.175;-0.003;0.021;-0.023;-0.068;0.013;-0.076;-0.018;0.025;-0.012216
435;-0.073812;0.2701;0.028116;0.0076802;0.0036198;-0.090882;-0.30073;0.28592;0.028466;0.0052038;0.0019154;-0.071413;0.145;0.212;1.175;-0.003;0.02;-0.022;-0.057;0.013;-0.125;-0.018;0.025;-0.012216
440;-0.073815;0.27013;0.028116;0.0077662;0.0036533;-0.090896;-0.30071;0.28594;0.028454;0.0054008;0.0015865;-0.071477;0.135;0.212;1.223;-0.003;0.02;-0.022;-0.057;0.02084;-0.076;-0.018;0.025;-0.013
445;-0.073833;0.27001;0.028075;0.0080675;0.0037226;-0.090837;-0.30068;0.286;0.028447;0.0054101;0.0015507;-0.071621;0.145;0.202;1.223;-0.003;0.02;-0.022;-0.057;0.013;-0.076;-0.018;0.025;-0.013
450;-0.073798;0.27007;0.028094;0.0074717;0.0039146;-0.090748;-0.30068;0.28603;0.028442;0.0053267;0.0016731;-0.071812;0.145;0.192;1.223;-0.003;0.02;-0.021;-0.068;0.013;-0.076;-0.018;0.025;-0.013
455;-0.073804;0.26998;0.028093;0.0079378;0.0038166;-0.090762;-0.30064;0.28608;0.028456;0.005377;0.0017713;-0.0719;0.145;0.192;1.223;-0.003;0.019028;-0.021;-0.068;0.013;-0.076;-0.018;0.025;-0.013
460;-0.073809;0.27;0.028139;0.0071246;0.0040624;-0.090855;-0.30067;0.28602;0.02842;0.0055174;0.0016217;-0.071648;0.145;0.182;1.223;-0.003;0.019;-0.021;-0.068;0.002;-0.11442;-0.018;0.025;-0.013
465;-0.073716;0.27019;0.028183;0.0062553;0.0042091;-0.090373;-0.30069;0.28603;0.02846;0.0052305;0.0018161;-0.071741;0.155;0.172;1.272;-0.003;0.019;-0.02;-0.068;0.002;-0.076;-0.018;0.025;-0.013
470;-0.073732;0.27013;0.028172;0.0060776;0.0041925;-0.090364;-0.30068;0.28602;0.028465;0.0052719;0.001562;-0.071674;0.155;0.172;1.272;-0.003;0.018104;-0.02;-0.065624;0.013;-0.125;-0.018;0.025;-0.013
475;-0.073735;0.27016;0.028171;0.0059232;0.0044789;-0.090616;-0.30074;0.28593;0.028403;0.005689;0.0010677;-0.071474;0.127;0.21638;1.272;-0.003896;0.018;-0.020896;-0.057;0.013;-0.0652;-0.018;0.025;-0.013
480;-0.073764;0.27014;0.028176;0.0063355;0.004386;-0.090671;-0.30069;0.28596;0.028437;0.0055426;0.0013175;-0.071393;0.076;0.3539;1.321;-0.005;0.017;-0.022896;-0.057;0.013;-0.026;-0.018;0.025;-0.013
485;-0.073782;0.27004;0.028167;0.0064915;0.0043418;-0.090648;-0.30068;0.28601;0.028449;0.0052936;0.001513;-0.071516;0.033;0.425;1.2898;-0.007637;0.016216;-0.024;-0.054624;0.01516;-0.026;-0.018;0.025;-0.013
490;-0.073763;0.27006;0.028179;0.0063028;0.004625;-0.09073;-0.30074;0.28588;0.028374;0.0058816;0.0010423;-0.071454;-0.052389;0.5017;1.0916;-0.0127;0.014216;-0.024784;-0.057;0.013;-0.026;-0.018;0.025;-0.013
495;-0.073719;0.27011;0.028175;0.0071051;0.0054047;-0.090776;-0.30074;0.28588;0.028379;0.0059822;0.0010619;-0.071559;-0.20365;0.51955;0.84131;-0.017847;0.013;-0.026;-0.065624;0.013;-0.026;-0.018;0.025;-0.013
500;-0.073712;0.27008;0.028214;0.0075161;0.0061344;-0.090799;-0.30068;0.28599;0.028432;0.0055275;0.0014107;-0.071817;-0.29193;0.477;0.65701;-0.020699;0.013;-0.028;-0.068;0.002;-0.076;-0.018;0.025;-0.013
505;-0.073739;0.26998;0.028253;0.0081087;0.0064508;-0.091075;-0.30067;0.28598;0.028422;0.0054065;0.0013243;-0.071662;-0.31048;0.428;0.46365;-0.021352;0.013;-0.029;-0.068;0.002;-0.076;-0.018;0.025;-0.013
510;-0.073715;0.26997;0.028323;0.0098939;0.0064609;-0.090873;-0.3007;0.2859;0.028393;0.0054621;0.0015142;-0.071436;-0.32897;0.37348;0.21254;-0.021;0.013648;-0.03;-0.057;0.002;-0.026;-0.018;0.025784;-0.013
515;-0.07373;0.26988;0.028362;0.013647;0.0063732;-0.090765;-0.30069;0.28596;0.028394;0.0057123;0.0012774;-0.071637;-0.355;0.29413;-0.008856;-0.019352;0.014648;-0.03;-0.048376;-0.009;-0.026;-0.018;0.025;-0.013
520;-0.073733;0.26983;0.028423;0.017939;0.0059076;-0.090857;-0.30067;0.28597;0.028422;0.0057446;0.0012426;-0.071641;-0.36;0.24764;-0.14;-0.017;0.016;-0.0285;-0.057;-0.009;-0.026;-0.018;0.025;-0.013
525;-0.073782;0.26981;0.028621;0.018855;0.0050528;-0.091145;-0.30072;0.28589;0.028389;0.0058714;0.00095804;-0.071459;-0.36;0.187;-0.2135;-0.016;0.016;-0.028;-0.057;-0.009;-0.026;-0.018;0.025;-0.012216
530;-0.073772;0.26986;0.028878;0.018413;0.0027218;-0.091221;-0.3007;0.2859;0.028432;0.0052995;0.0015273;-0.07131;-0.32932;0.1135;-0.238;-0.016;0.0165;-0.029667;-0.057;0.002;-0.0368;-0.018;0.025;-0.013
