Freq 200 --> Features: time;  objectRightX(m);objectRightY(m);objectRightZ(m);objectRight roll(radian);objectRight pitch (radian);objectRight yaw (radian);objectLeft X (m);objectLeft Y (m);objectLeft Z (m);objectLeft roll(radian);objectLeft pitch (radian);objectLeft yaw (radian);objectRightFx (N);objectRightFy (N);objectRightFz (N);objectRightTx (N m);objectRightTy (N m);objectRightTz (N m);objectLeftFx (N);objectLeftFy (N);objectLeftFz (N);objectLeftTx (N m);objectLeftTy (N m);objectLeftTz (N m)
170;-0.073657;0.27022;0.028136;0.0093129;0.0033441;-0.091265;-0.30026;0.286;0.028472;0.005055;0.0020668;-0.071872;0.094;0.477;0.77442;-0.002;0.03;-0.035;-0.024;-0.009;-0.026;-0.018;0.026;-0.012
175;-0.073668;0.27025;0.028142;0.0090898;0.0034462;-0.091389;-0.30029;0.28592;0.028443;0.0051915;0.0017472;-0.071479;0.094;0.47484;0.785;-0.002;0.029;-0.035;-0.024;-0.009;-0.026;-0.018;0.026;-0.012
180;-0.073689;0.27018;0.028125;0.009134;0.0033229;-0.091213;-0.30026;0.28597;0.028452;0.0050074;0.0019345;-0.071598;0.094;0.477;0.785;-0.001352;0.029352;-0.035;-0.024;-0.009;-0.026;-0.018;0.026;-0.012
185;-0.073627;0.27031;0.028131;0.0091558;0.0033756;-0.091093;-0.30027;0.28595;0.02845;0.0053478;0.0016897;-0.071621;0.084;0.467;0.785;-0.001;0.029;-0.035;-0.019;-0.014;-0.026;-0.018;0.026;-0.012
190;-0.073644;0.27025;0.028148;0.0089514;0.003428;-0.091151;-0.30029;0.28592;0.028421;0.0054862;0.0013605;-0.071518;0.08752;0.467;0.785;-0.001648;0.029;-0.035;-0.024;0.002;-0.026;-0.018;0.026;-0.012
195;-0.073648;0.27024;0.028121;0.0092675;0.0034043;-0.091103;-0.30026;0.28598;0.028451;0.0051071;0.001774;-0.071615;0.094;0.462;0.785;-0.002;0.029;-0.035;-0.024;0.002;-0.076;-0.018;0.026;-0.012
200;-0.073627;0.27027;0.028125;0.0092334;0.0035126;-0.091179;-0.30026;0.28597;0.028467;0.0049415;0.0020482;-0.071545;0.094;0.462;0.785;-0.002;0.029;-0.035;-0.024;-0.0035;-0.026;-0.018;0.026;-0.012
205;-0.073634;0.27027;0.028158;0.0087694;0.0035191;-0.091258;-0.30024;0.28595;0.02846;0.0051027;0.0019823;-0.071505;0.094;0.457;0.8095;-0.002;0.029;-0.035;-0.024;-0.009;-0.026;-0.018;0.026;-0.012
210;-0.073633;0.27027;0.028148;0.0090304;0.0034641;-0.091196;-0.30023;0.28604;0.028495;0.0048347;0.0020384;-0.071798;0.094;0.457;0.834;-0.002;0.029;-0.034;-0.024;-0.0035;-0.026;-0.018;0.026;-0.0125
215;-0.073679;0.27025;0.028127;0.0091231;0.0033852;-0.091417;-0.30024;0.28605;0.02848;0.0049045;0.0019212;-0.071987;0.094;0.448;0.834;-0.002;0.029;-0.034;-0.024;-0.0035;0.024;-0.018;0.026;-0.0125
220;-0.073634;0.27026;0.028114;0.0092245;0.0034044;-0.091112;-0.30023;0.28599;0.02845;0.0054293;0.0016575;-0.071852;0.094;0.448;0.834;-0.001352;0.028648;-0.034;-0.0295;-0.009;0.024;-0.018;0.026;-0.0125
225;-0.073664;0.27017;0.028071;0.009947;0.0033822;-0.091268;-0.30023;0.28598;0.028461;0.0051497;0.001917;-0.071645;0.094;0.448;0.834;-0.002;0.028;-0.034;-0.024;-0.009;-0.026;-0.018;0.026;-0.013
230;-0.073634;0.27026;0.028141;0.0090683;0.003342;-0.091075;-0.30024;0.28595;0.028457;0.0049765;0.002194;-0.07169;0.094;0.448;0.834;-0.002;0.028;-0.034;-0.024;-0.0035;-0.026;-0.018;0.026;-0.013
235;-0.073655;0.27025;0.028131;0.0090739;0.0033392;-0.091161;-0.30029;0.28591;0.028435;0.0051261;0.0020472;-0.071692;0.094;0.44584;0.834;-0.002;0.028;-0.034;-0.014;-0.009;-0.026;-0.018;0.026;-0.0125
240;-0.073673;0.27026;0.028125;0.0093879;0.0032673;-0.091266;-0.30029;0.28594;0.028441;0.0051211;0.0017636;-0.071661;0.094;0.438;0.834;-0.001;0.028;-0.034;-0.014;-0.0035;-0.026;-0.018;0.026;-0.0125
245;-0.073684;0.27021;0.028107;0.0093739;0.0034197;-0.091386;-0.30025;0.28597;0.028441;0.0050475;0.0019613;-0.071568;0.094;0.438;0.834;-0.002;0.028;-0.034;-0.014;-0.009;-0.026;-0.018;0.026;-0.0125
250;-0.073677;0.27027;0.028109;0.009429;0.003253;-0.091188;-0.30029;0.28587;0.028396;0.0052888;0.0018672;-0.071467;0.094;0.438;0.834;-0.002;0.028;-0.033;-0.019;-0.0035;-0.026;-0.018;0.026;-0.0125
255;-0.073688;0.27016;0.028117;0.0093783;0.0034215;-0.091286;-0.30032;0.28589;0.028422;0.0055647;0.0014376;-0.071664;0.094;0.428;0.834;-0.002;0.028;-0.033;-0.019;0.0075;-0.026;-0.018;0.026;-0.013
260;-0.073667;0.27026;0.02814;0.0091771;0.0034177;-0.09128;-0.30026;0.286;0.028456;0.005309;0.001742;-0.071847;0.094;0.428;0.834;-0.001896;0.027104;-0.033;-0.024;0.013;-0.026;-0.018;0.026;-0.013
265;-0.073734;0.27008;0.028066;0.010438;0.0031756;-0.091449;-0.30028;0.28595;0.028416;0.0054275;0.0016311;-0.0717;0.094;0.418;0.834;-0.002;0.027;-0.033;-0.02048;0.013;0.024;-0.018;0.026;-0.013
270;-0.073682;0.27023;0.028159;0.0087628;0.0034721;-0.09132;-0.3003;0.28594;0.028422;0.0053411;0.0013925;-0.071544;0.094;0.41772;0.834;-0.002;0.027;-0.032;-0.024;0.013;-0.026;-0.018;0.026;-0.013
275;-0.073654;0.27024;0.028136;0.0090627;0.0035514;-0.091209;-0.30027;0.28594;0.02844;0.0051585;0.001799;-0.071508;0.094;0.408;0.882;-0.002;0.027;-0.032;-0.024;0.002;-0.026;-0.018;0.026;-0.013
280;-0.07368;0.27024;0.028153;0.0089777;0.0033668;-0.091082;-0.30025;0.28597;0.028428;0.0053323;0.0016;-0.071595;0.094;0.408;0.882;-0.002;0.027;-0.032;-0.024;0.002;-0.026;-0.018;0.026;-0.013
285;-0.073703;0.27018;0.028157;0.0094018;0.003329;-0.091256;-0.30025;0.28599;0.028452;0.0051527;0.0017086;-0.071763;0.094;0.399;0.882;-0.002;0.027;-0.032;-0.024;-0.001872;0.0064;-0.018;0.026;-0.013
290;-0.073703;0.27019;0.028136;0.00938;0.0032236;-0.091164;-0.30025;0.28599;0.028463;0.0049715;0.0019127;-0.071691;0.104;0.389;0.882;-0.002;0.026;-0.031;-0.014;0.002;-0.026;-0.018;0.026;-0.013
295;-0.073715;0.27018;0.028124;0.0094086;0.0033116;-0.091237;-0.30022;0.28606;0.028474;0.0049464;0.0020357;-0.071856;0.104;0.389;0.882;-0.002;0.026;-0.031;-0.003;-0.001872;-0.026;-0.018;0.026;-0.013
300;-0.073682;0.27018;0.028107;0.0094532;0.0033009;-0.091134;-0.30023;0.286;0.028459;0.0049397;0.0019602;-0.071642;0.094;0.379;0.931;-0.002;0.026;-0.031;-0.010128;-0.009;-0.026;-0.018;0.026;-0.012
305;-0.07367;0.27021;0.028136;0.0091131;0.0032831;-0.091114;-0.3003;0.28594;0.028441;0.005158;0.0018978;-0.071748;0.09428;0.379;0.931;-0.002;0.026;-0.031;-0.014;-0.009;-0.0084;-0.018;0.026;-0.012
310;-0.07372;0.27019;0.02813;0.0092689;0.0032925;-0.091265;-0.30023;0.28602;0.028469;0.0049447;0.0019502;-0.071729;0.094;0.369;0.931;-0.002;0.026;-0.03;-0.014;-0.005128;0.024;-0.018;0.026;-0.012
315;-0.07367;0.27023;0.028163;0.008817;0.0034551;-0.091096;-0.30021;0.28607;0.028492;0.0047348;0.002289;-0.071892;0.094;0.359;0.98;-0.002;0.025;-0.03;-0.014;0.002;-0.0084;-0.018;0.026;-0.012
320;-0.073682;0.27022;0.028152;0.0089744;0.0032607;-0.091067;-0.30024;0.28601;0.028468;0.0050257;0.0021068;-0.071785;0.094;0.349;0.98;-0.002;0.025;-0.03;-0.024;0.002;-0.026;-0.018;0.026;-0.012
325;-0.07368;0.27022;0.028143;0.0090562;0.0032492;-0.091104;-0.30023;0.28599;0.028474;0.0050261;0.0018294;-0.071644;0.09504;0.349;0.98;-0.002;0.025;-0.03;-0.02048;-0.009;0.024;-0.018;0.026;-0.012
330;-0.073654;0.27026;0.028191;0.008488;0.0034829;-0.091126;-0.30024;0.286;0.028492;0.0048523;0.0022235;-0.071884;0.094;0.34094;0.98;-0.002;0.024;-0.029;-0.01752;-0.009;0.024;-0.018;0.026;-0.012
335;-0.073693;0.27018;0.028117;0.0093843;0.0034185;-0.091203;-0.30026;0.28597;0.028456;0.0051787;0.0019641;-0.071783;0.094;0.33;0.98;-0.002;0.024;-0.029;-0.02048;-0.009;-0.026;-0.018;0.026;-0.012
340;-0.073714;0.27013;0.028129;0.0091232;0.0034238;-0.091142;-0.30024;0.28602;0.028467;0.0049431;0.0020445;-0.071731;0.094;0.32216;0.98;-0.002;0.024;-0.028;-0.024;-0.009;-0.026;-0.018;0.026;-0.012
345;-0.073737;0.27006;0.028064;0.0098571;0.0034949;-0.091295;-0.30025;0.28597;0.02845;0.0052528;0.001746;-0.071609;0.09616;0.31;0.98;-0.002;0.023784;-0.027784;-0.024;-0.009;-0.026;-0.018;0.026;-0.012
350;-0.073698;0.27015;0.028127;0.0091257;0.0034707;-0.091047;-0.30027;0.28594;0.028462;0.0051227;0.0018731;-0.071698;0.104;0.31;0.98;-0.002;0.023;-0.028;-0.024;-0.009;-0.026;-0.018;0.026;-0.012
355;-0.073719;0.27013;0.028071;0.0094226;0.0034878;-0.091041;-0.30025;0.286;0.028495;0.0049049;0.0018484;-0.071792;0.104;0.3;1.029;-0.002;0.023;-0.027;-0.014;-0.009;-0.026;-0.018;0.026;-0.012
360;-0.073736;0.27006;0.028078;0.0092192;0.0035906;-0.091204;-0.30021;0.28602;0.028461;0.0050482;0.0019691;-0.071722;0.104;0.29;1.029;-0.002;0.023;-0.027;-0.024;-0.009;-0.026;-0.018;0.026;-0.012
365;-0.073714;0.27008;0.028115;0.0088115;0.003741;-0.091224;-0.30022;0.286;0.02845;0.0050911;0.0019823;-0.071752;0.11025;0.281;1.029;-0.002;0.022;-0.026;-0.024;-0.001872;-0.026;-0.018;0.026;-0.012
370;-0.073713;0.27009;0.028105;0.0089849;0.0036499;-0.091103;-0.30024;0.28595;0.028438;0.0054057;0.0014084;-0.07168;0.104;0.271;1.029;-0.002;0.022;-0.026;-0.031128;-0.009;-0.026;-0.018;0.026;-0.012
375;-0.073683;0.27014;0.028135;0.0085559;0.003708;-0.09099;-0.30027;0.28591;0.028457;0.0051304;0.001489;-0.071554;0.104;0.261;1.053;-0.002;0.022;-0.025;-0.035;-0.009;-0.0436;-0.018;0.026;-0.012
380;-0.073722;0.27012;0.028112;0.0090908;0.0035302;-0.091003;-0.30029;0.28592;0.028441;0.0050467;0.0018043;-0.071685;0.104;0.251;1.077;-0.001;0.021;-0.025;-0.035;-0.009;-0.026;-0.018;0.026;-0.012
385;-0.073654;0.27025;0.028181;0.0076749;0.0036506;-0.090685;-0.30027;0.28589;0.028387;0.0054747;0.0013654;-0.071441;0.115;0.23748;1.077;-0.001;0.021;-0.024;-0.046;-0.009;-0.026;-0.018;0.026;-0.012
390;-0.073709;0.27014;0.028116;0.0087942;0.0036922;-0.090905;-0.30032;0.28586;0.028386;0.0056943;0.00082443;-0.071366;0.10787;0.22783;1.126;-0.001;0.021;-0.023;-0.031128;-0.009;0.024;-0.018;0.026;-0.012
395;-0.073666;0.27024;0.028211;0.0076854;0.0036483;-0.090691;-0.3003;0.28594;0.028425;0.0055895;0.0008082;-0.071657;0.11113;0.212;1.0942;-0.001648;0.020648;-0.022648;-0.024;-0.019;-0.026;-0.018;0.026;-0.012
400;-0.073709;0.27019;0.028156;0.0086038;0.0035416;-0.0909;-0.30024;0.28604;0.028465;0.0052531;0.0013473;-0.071897;0.115;0.212;1.126;-0.001;0.02;-0.022;-0.024;-0.005128;-0.026;-0.018;0.026;-0.012648
405;-0.073729;0.27012;0.028131;0.009084;0.0034223;-0.091039;-0.30022;0.28607;0.028458;0.0051872;0.0018143;-0.07201;0.104;0.202;1.126;-0.001784;0.019784;-0.022;-0.024;-0.009;-0.026;-0.018;0.026;-0.012
410;-0.073678;0.27019;0.028155;0.0083719;0.0037922;-0.091145;-0.30025;0.286;0.028458;0.0049521;0.0020986;-0.071811;0.09268;0.23588;1.1823;0;0.018;-0.023;-0.024;-0.009;-0.026;-0.018;0.026;-0.012
415;-0.073688;0.27018;0.028205;0.0073995;0.0042415;-0.091144;-0.30027;0.28596;0.028426;0.0051495;0.001776;-0.071817;0.027564;0.32554;1.3875;0.002;0.015;-0.026303;-0.035;-0.009;-0.026;-0.018;0.026;-0.012
420;-0.073664;0.27021;0.028202;0.0076776;0.0040834;-0.090577;-0.30023;0.28601;0.02845;0.0049388;0.0017378;-0.071699;-0.029985;0.34837;1.5753;0.004072;0.012;-0.03;-0.027872;-0.009;-0.026;-0.018;0.026;-0.012
425;-0.073695;0.27016;0.028161;0.0085162;0.0038699;-0.09091;-0.30025;0.28598;0.028447;0.0051453;0.0014112;-0.071662;-0.080985;0.27707;1.6569;0.006;0.009;-0.027928;-0.024;0.002;0.024;-0.018;0.026;-0.012
430;-0.073732;0.27008;0.028155;0.0084689;0.0036666;-0.091177;-0.30026;0.28598;0.028429;0.0053607;0.0015237;-0.071919;-0.12232;0.18957;1.613;0.006;0.009;-0.024;-0.024;0.002;-0.026;-0.018;0.026;-0.012
435;-0.07367;0.27014;0.028214;0.0080952;0.0039419;-0.090997;-0.30027;0.28597;0.028405;0.0055377;0.0014185;-0.071948;-0.151;0.132;1.564;0.005;0.009;-0.024028;-0.024;-0.009;-0.026;-0.018;0.026;-0.012
440;-0.073673;0.27015;0.028241;0.0072684;0.0041399;-0.090756;-0.3003;0.28592;0.028425;0.0051967;0.0013338;-0.071745;-0.141;0.083;1.5627;0.006;0.01;-0.025;-0.035;-0.005128;-0.026;-0.018;0.026;-0.012
445;-0.073658;0.27018;0.02822;0.0074782;0.0039202;-0.09086;-0.30026;0.28598;0.028443;0.0050212;0.0015189;-0.071842;-0.11981;0.02348;1.516;0.008;0.01;-0.022972;-0.035;-0.009;-0.026;-0.018;0.026;-0.012
450;-0.073674;0.27013;0.028183;0.007427;0.0040102;-0.090923;-0.30025;0.28593;0.028414;0.0052048;0.0016801;-0.071669;-0.088846;-0.045021;1.418;0.009;0.012;-0.022;-0.024;-0.01548;-0.026;-0.018;0.026;-0.012
455;-0.073693;0.27016;0.028212;0.0074567;0.0039614;-0.090979;-0.30029;0.28589;0.028416;0.005405;0.0017485;-0.071671;-0.059;-0.093;1.321;0.009;0.014;-0.022;-0.024;-0.019;-0.026;-0.018;0.026;-0.012
460;-0.073669;0.2702;0.028223;0.0071262;0.0040026;-0.090858;-0.30027;0.28592;0.028412;0.0053492;0.0016495;-0.071618;-0.028;-0.132;1.272;0.01;0.016;-0.021;-0.02048;-0.01548;-0.026;-0.018;0.026;-0.012
465;-0.073702;0.27013;0.028209;0.0070442;0.0037151;-0.090866;-0.30026;0.28593;0.028385;0.0055278;0.0012576;-0.071506;0.002;-0.162;1.175;0.011;0.017;-0.02;-0.024;-0.009;-0.026;-0.018;0.026;-0.012
470;-0.073764;0.27003;0.028182;0.0071112;0.0035911;-0.09115;-0.30026;0.28593;0.028405;0.0054989;0.0011147;-0.07142;0.023;-0.18172;1.0784;0.012;0.018972;-0.02;-0.024;0.005872;-0.026;-0.018;0.026;-0.012
475;-0.073638;0.27027;0.028282;0.0052978;0.0033331;-0.090711;-0.30028;0.28597;0.028404;0.0055826;0.00096204;-0.071637;0.033;-0.191;0.98;0.012;0.020972;-0.021;-0.01752;0.009128;0.024;-0.018;0.026;-0.012
480;-0.073707;0.27032;0.028347;0.0038376;0.0027824;-0.091053;-0.30024;0.28601;0.0284;0.0054891;0.0012071;-0.071722;0.043;-0.201;0.882;0.011;0.022;-0.021;-0.02048;0.002;-0.026;-0.018;0.026;-0.012
485;-0.073759;0.27029;0.02835;0.0028908;0.0014334;-0.090967;-0.30027;0.286;0.028406;0.0052067;0.0013731;-0.071558;0.052128;-0.201;0.79552;0.01;0.023;-0.022;-0.014;-0.009;-0.026;-0.018;0.026;-0.012
490;-0.073763;0.2704;0.02843;0.001109;-0.00026973;-0.090837;-0.30025;0.28605;0.028416;0.0054364;0.0010893;-0.071605;0.053;-0.20996;0.69299;0.008;0.023896;-0.023;-0.01752;-0.001872;0.024;-0.018;0.026;-0.012
495;-0.07386;0.27043;0.028542;-0.00081305;-0.0029189;-0.090952;-0.30022;0.2861;0.028421;0.0054706;0.0013135;-0.071921;0.062856;-0.221;0.5951;0.006;0.024;-0.024;-0.024;-0.01548;-0.026;-0.018;0.026;-0.012
500;-0.073959;0.27063;0.028715;-0.0030437;-0.0067383;-0.091244;-0.30022;0.28608;0.028404;0.0054372;0.0013575;-0.071891;0.053;-0.231;0.541;0.003104;0.024;-0.024;-0.014;0.002;-0.026;-0.018;0.026;-0.012
505;-0.074079;0.27069;0.028912;-0.0049236;-0.011866;-0.090967;-0.30022;0.28605;0.028404;0.0051788;0.0014898;-0.071553;0.043;-0.231;0.45458;0.001;0.023;-0.024;-0.014;-0.005128;-0.026;-0.018;0.026;-0.012
510;-0.074165;0.27081;0.029068;-0.0060887;-0.018108;-0.091778;-0.30029;0.28599;0.028369;0.005409;0.0013891;-0.071394;0.04084;-0.23884;0.395;-0.002;0.021216;-0.022628;-0.024;0.002;-0.026;-0.018;0.026;-0.012
515;-0.074401;0.27081;0.02933;-0.0076724;-0.026443;-0.093362;-0.30028;0.28605;0.028357;0.005683;0.0014911;-0.071876;0.026753;-0.221;0.31579;-0.003637;0.018;-0.015153;-0.024;-0.000376;0.024;-0.018;0.026;-0.012
520;-0.074583;0.27086;0.029675;-0.0095705;-0.036175;-0.093881;-0.30027;0.28607;0.028306;0.0058905;0.0012165;-0.071913;0.02796;-0.231;0.2;-0.007648;0.016;-0.016704;-0.014;0.002;-0.026;-0.018;0.026;-0.012216
525;-0.074813;0.27079;0.030067;-0.012249;-0.045937;-0.093837;-0.30028;0.28607;0.028206;0.0060818;0.001317;-0.071938;-0.030196;-0.42515;0.2;-0.0116;0.015;-0.021;-0.014;-0.009;-0.026;-0.018;0.026;-0.012
530;-0.075061;0.2708;0.030368;-0.012308;-0.055609;-0.093964;-0.30022;0.28617;0.028196;0.0058229;0.0020698;-0.072018;-0.05252;-0.48952;0.1689;-0.014648;0.013352;-0.017;-0.014;0.002;0.024;-0.018;0.026;-0.013
