Freq 200 --> Features: time;  objectRightX(m);objectRightY(m);objectRightZ(m);objectRight roll(radian);objectRight pitch (radian);objectRight yaw (radian);objectLeft X (m);objectLeft Y (m);objectLeft Z (m);objectLeft roll(radian);objectLeft pitch (radian);objectLeft yaw (radian);objectRightFx (N);objectRightFy (N);objectRightFz (N);objectRightTx (N m);objectRightTy (N m);objectRightTz (N m);objectLeftFx (N);objectLeftFy (N);objectLeftFz (N);objectLeftTx (N m);objectLeftTy (N m);objectLeftTz (N m)
115;-0.073908;0.27011;0.02819;0.0082262;0.0025327;-0.091484;-0.30075;0.28598;0.028492;0.0055816;0.0013861;-0.071359;0.11113;0.29;1.126;-0.002;0.023;-0.025;-0.046;-0.009;-0.0746;-0.018;0.025;-0.012
120;-0.073925;0.27011;0.028219;0.0076363;0.0026733;-0.09155;-0.30074;0.28602;0.028528;0.0052538;0.0016365;-0.071412;0.10638;0.281;1.126;-0.002;0.023;-0.025;-0.056692;-0.009;-0.076;-0.018972;0.025;-0.012
125;-0.073892;0.27017;0.028211;0.0080449;0.0025734;-0.091401;-0.30068;0.28615;0.02858;0.0046481;0.0022207;-0.071666;0.11262;0.29;1.126;-0.002;0.023;-0.025;-0.046;-0.009;-0.076;-0.018;0.025;-0.012
130;-0.073902;0.27011;0.028212;0.0083155;0.0024722;-0.091415;-0.3007;0.28608;0.028535;0.0050657;0.0019314;-0.07159;0.11262;0.29;1.126;-0.002;0.023;-0.025;-0.046;0.002;-0.076;-0.018;0.025;-0.012
135;-0.073931;0.27005;0.028217;0.0082582;0.0023797;-0.091448;-0.30079;0.28593;0.028479;0.0054069;0.0016671;-0.071403;0.115;0.281;1.126;-0.002;0.023;-0.025;-0.056692;-0.009;-0.076;-0.018;0.025;-0.012
140;-0.073906;0.27011;0.028212;0.0080351;0.002531;-0.091338;-0.30076;0.28599;0.028505;0.0051901;0.0018126;-0.071338;0.11386;0.281;1.175;-0.002;0.023;-0.025;-0.046308;-0.008692;-0.076;-0.018;0.025;-0.012
145;-0.0739;0.27015;0.028228;0.0080574;0.0024236;-0.091211;-0.30074;0.28603;0.028531;0.0051153;0.0020364;-0.071392;0.104;0.271;1.175;-0.002;0.022;-0.025;-0.046308;-0.009;-0.076;-0.018;0.025;-0.012
150;-0.073968;0.27007;0.028176;0.0088701;0.002432;-0.091564;-0.3007;0.28611;0.028522;0.0052001;0.0017873;-0.07159;0.115;0.261;1.126;-0.002;0.022;-0.024;-0.057;-0.009;-0.076;-0.018;0.025;-0.012
155;-0.07394;0.27013;0.028206;0.0080802;0.0025128;-0.091468;-0.30068;0.2861;0.028506;0.0053394;0.0013739;-0.071473;0.115;0.261;1.126;-0.002;0.022;-0.024;-0.057;-0.008692;-0.076;-0.018;0.025;-0.012
160;-0.0739;0.27013;0.028234;0.0077729;0.002648;-0.091369;-0.30072;0.28606;0.028515;0.0052408;0.0016303;-0.071412;0.104;0.261;1.175;-0.002;0.022;-0.024;-0.057;0.001692;-0.076;-0.018;0.025;-0.012
165;-0.073973;0.27003;0.028207;0.0083597;0.0024074;-0.091512;-0.30074;0.28606;0.028516;0.0052302;0.0017468;-0.071503;0.10431;0.251;1.175;-0.002;0.021028;-0.024;-0.057;0.002;-0.076;-0.018;0.025;-0.012
170;-0.073979;0.27006;0.028233;0.007872;0.0025648;-0.091562;-0.30077;0.28605;0.028535;0.0050477;0.0017721;-0.071446;0.115;0.251;1.175;-0.002;0.021;-0.023;-0.057;0.002;-0.076;-0.018;0.025;-0.012
175;-0.073961;0.27006;0.028185;0.008295;0.0026245;-0.091609;-0.3008;0.286;0.028485;0.0052503;0.0016128;-0.071486;0.115;0.251;1.175;-0.002;0.021;-0.023;-0.046;0.000856;-0.076;-0.018;0.025;-0.012
180;-0.07396;0.27007;0.02818;0.0084094;0.0024416;-0.091432;-0.30078;0.28603;0.028482;0.0056573;0.0013417;-0.071683;0.104;0.241;1.175;-0.002;0.021;-0.023;-0.057;0.002;-0.076;-0.018;0.025;-0.012
185;-0.073978;0.27007;0.028174;0.0084544;0.0024237;-0.091494;-0.30077;0.28604;0.028482;0.0055132;0.001568;-0.071556;0.104;0.231;1.175;-0.002;0.021;-0.022;-0.057;0.000856;-0.076;-0.018;0.025;-0.012
190;-0.073943;0.27004;0.028207;0.0081682;0.0023464;-0.091213;-0.3008;0.28598;0.028482;0.0054665;0.0017508;-0.071475;0.09428;0.231;1.175;-0.002;0.021;-0.022;-0.057;0.000856;-0.076;-0.018;0.025;-0.012
195;-0.073937;0.27011;0.028201;0.0083898;0.0023983;-0.091304;-0.30075;0.28604;0.028522;0.0051179;0.0018341;-0.071554;0.104;0.222;1.175;-0.002;0.021;-0.022;-0.058144;0.000856;-0.076;-0.018;0.025;-0.012
200;-0.073955;0.27009;0.028195;0.0081213;0.0027069;-0.091429;-0.30074;0.28607;0.028523;0.004975;0.001856;-0.071517;0.104;0.21228;1.175;-0.002;0.02;-0.022;-0.055856;-0.009;-0.1199;-0.018;0.025;-0.012
205;-0.073931;0.27014;0.028252;0.0076095;0.0025803;-0.091197;-0.30075;0.28604;0.028501;0.0051513;0.001866;-0.071546;0.11386;0.212;1.218;-0.002;0.02;-0.021104;-0.047144;-0.009;-0.076;-0.018;0.025;-0.012
210;-0.073955;0.27009;0.028236;0.0081028;0.0024207;-0.091337;-0.30073;0.28602;0.028521;0.005257;0.0018096;-0.071418;0.104;0.21096;1.223;-0.002;0.02;-0.021;-0.057;0.000856;-0.076;-0.018;0.025;-0.012
215;-0.073935;0.27009;0.028217;0.0083718;0.0025611;-0.091454;-0.30072;0.28603;0.028516;0.0051498;0.0017776;-0.071398;0.104;0.202;1.223;-0.002;0.02;-0.021;-0.046;0.002;-0.076;-0.018;0.025;-0.012
220;-0.073922;0.27015;0.028228;0.0081765;0.002605;-0.091371;-0.30081;0.28587;0.028487;0.0052834;0.0017751;-0.071156;0.104;0.18304;1.223;-0.002;0.019;-0.02;-0.057;0.002;-0.076;-0.018;0.025;-0.012
225;-0.07394;0.27011;0.028262;0.0081583;0.0024648;-0.091366;-0.30082;0.28588;0.028497;0.0053749;0.00173;-0.071322;0.104;0.182;1.223;-0.002;0.019;-0.02;-0.057;-0.009;-0.076;-0.018;0.025;-0.012
230;-0.073951;0.27006;0.028211;0.0084224;0.0025449;-0.091438;-0.30072;0.28605;0.028545;0.0049835;0.001965;-0.071589;0.115;0.17984;1.223;-0.002;0.019;-0.02;-0.057;-0.007856;-0.076;-0.018;0.025;-0.012
235;-0.073877;0.27022;0.028244;0.0081003;0.0026266;-0.091226;-0.30071;0.28611;0.028556;0.005062;0.0020315;-0.071901;0.11262;0.172;1.223;-0.002;0.019;-0.019;-0.057;0.002;-0.076;-0.018;0.025;-0.012
240;-0.073951;0.26997;0.028195;0.0085787;0.0025648;-0.091453;-0.30074;0.28604;0.028527;0.0052067;0.0021744;-0.071806;0.104;0.163;1.272;-0.002;0.018;-0.019;-0.057;0.002;-0.076;-0.018;0.025;-0.012
245;-0.073872;0.27022;0.028274;0.0075855;0.0026484;-0.091202;-0.30074;0.28604;0.028538;0.0049532;0.0021018;-0.071543;0.115;0.153;1.272;-0.002;0.018;-0.019;-0.057;-0.009;-0.076;-0.018;0.025;-0.012
250;-0.073935;0.27004;0.028217;0.0083762;0.0025618;-0.091404;-0.30075;0.28601;0.028526;0.0051357;0.0021;-0.071567;0.104;0.153;1.321;-0.002;0.017;-0.018352;-0.055856;0.002;-0.076;-0.018;0.025;-0.012
255;-0.073921;0.27005;0.028224;0.0080333;0.0025932;-0.091245;-0.30077;0.28599;0.028482;0.0054586;0.0017569;-0.071699;0.104;0.143;1.321;-0.002;0.017;-0.018;-0.047144;-0.009;-0.076;-0.018;0.025;-0.012
260;-0.073956;0.26998;0.028217;0.0082728;0.0025327;-0.091266;-0.30071;0.28611;0.028522;0.0050806;0.0021619;-0.072009;0.104;0.138;1.321;-0.002;0.017;-0.017;-0.046;-0.009;-0.076;-0.018;0.025;-0.012
265;-0.073956;0.27;0.028218;0.0081146;0.0027269;-0.091487;-0.3007;0.28615;0.028545;0.0048415;0.0023522;-0.072075;0.104;0.123;1.321;-0.002;0.017;-0.017;-0.046;-0.009;-0.076;-0.018;0.025;-0.012
270;-0.073956;0.27002;0.028218;0.0083532;0.0025192;-0.091349;-0.30073;0.28606;0.028516;0.0052337;0.001738;-0.071826;0.115;0.118;1.37;-0.002;0.016;-0.017;-0.046;0.000856;-0.076;-0.018;0.025;-0.012
275;-0.073926;0.27;0.028226;0.0080219;0.0025502;-0.091154;-0.30076;0.286;0.028464;0.0056109;0.0011072;-0.071419;0.115;0.10983;1.37;-0.002;0.016;-0.016;-0.046;-0.007856;-0.076;-0.018;0.025;-0.012
280;-0.073914;0.27007;0.02828;0.0074583;0.0026345;-0.091112;-0.3008;0.28592;0.028401;0.0060027;0.00083177;-0.071146;0.115;0.094;1.37;-0.002;0.016;-0.016;-0.046;-0.007856;-0.076;-0.018;0.025;-0.012
285;-0.0739;0.2701;0.028303;0.0070061;0.0028432;-0.091029;-0.30079;0.28599;0.028458;0.0055749;0.0012486;-0.071429;0.115;0.08144;1.37;-0.002;0.015;-0.015648;-0.046;0.002;-0.076;-0.018;0.025;-0.012
290;-0.073922;0.27003;0.028265;0.0075453;0.0028753;-0.090988;-0.30082;0.28596;0.028474;0.0054597;0.0013377;-0.071409;0.10184;0.032279;1.418;-0.001;0.015;-0.014;-0.044856;0.002;-0.076;-0.018;0.025;-0.012
295;-0.07392;0.27;0.028258;0.0071896;0.0038526;-0.091031;-0.30081;0.28597;0.028474;0.0054619;0.0013354;-0.071359;0.08247;-0.050959;1.418;-0.000784;0.015;-0.011637;-0.055856;-0.009;-0.076;-0.018;0.025;-0.012
300;-0.073928;0.27003;0.028297;0.0065237;0.0051597;-0.091243;-0.30077;0.28607;0.028519;0.0051193;0.0017978;-0.071753;-0.011522;-0.1783;1.4776;0.002;0.013;-0.008637;-0.066856;-0.009;-0.076;-0.018;0.025;-0.012
305;-0.073873;0.27011;0.028326;0.0064638;0.0049134;-0.091624;-0.30076;0.28611;0.02852;0.0051238;0.0015934;-0.07179;-0.06621;-0.241;1.613;0.004216;0.0084512;-0.008156;-0.057;0.002;-0.0312;-0.018;0.025;-0.012
310;-0.073896;0.27006;0.028254;0.0071876;0.0040823;-0.091691;-0.30073;0.28613;0.02849;0.0053716;0.0012676;-0.071655;-0.19655;-0.13544;1.7539;0.003928;0.003896;-0.014315;-0.046;0.000856;-0.076;-0.018104;0.025;-0.012
315;-0.073862;0.27012;0.028314;0.0063807;0.0039256;-0.090682;-0.30079;0.28604;0.028484;0.0055514;0.0012918;-0.071668;-0.27498;-0.083;1.6032;-0.0002;0.005232;-0.02;-0.047144;0.002;-0.0312;-0.018;0.025;-0.012
320;-0.073871;0.27006;0.028315;0.0060441;0.0043837;-0.09103;-0.30078;0.28606;0.028524;0.0052893;0.0016335;-0.07182;-0.30504;-0.08196;1.4146;-0.004232;0.008104;-0.014725;-0.046;0.013;-0.0708;-0.018;0.025;-0.012
325;-0.073896;0.27007;0.028278;0.0070896;0.0045445;-0.091684;-0.30075;0.28604;0.028495;0.0053541;0.0015094;-0.071637;-0.34659;-0.054;1.1186;-0.006028;0.01;-0.013028;-0.047144;0.002;-0.076;-0.018;0.025;-0.012
330;-0.073868;0.27008;0.028284;0.0071508;0.0045026;-0.091596;-0.30073;0.28604;0.028473;0.0053469;0.0016099;-0.071542;-0.39701;-0.022995;0.82662;-0.008109;0.011028;-0.0171;-0.055856;0.000856;-0.076;-0.018;0.025;-0.012
335;-0.073891;0.27003;0.028284;0.0071784;0.0040823;-0.091191;-0.30074;0.28606;0.028445;0.0055586;0.0013463;-0.071583;-0.44744;0.01609;0.4868;-0.010028;0.014;-0.019028;-0.057;-0.009;-0.026;-0.018;0.025;-0.011104
340;-0.073861;0.27005;0.028368;0.0052523;0.0034987;-0.091081;-0.30074;0.28604;0.028457;0.0056166;0.001267;-0.071551;-0.49909;0.015;0.24407;-0.012;0.015028;-0.018972;-0.055856;-0.009;-0.026;-0.018;0.025;-0.012
345;-0.073915;0.27002;0.028421;0.0040849;0.0025046;-0.091499;-0.3007;0.2861;0.028496;0.0053029;0.0014903;-0.071706;-0.528;0.074;0.054;-0.012;0.016;-0.018;-0.046;-0.009;-0.026;-0.018;0.025;-0.012
350;-0.073928;0.27003;0.02843;0.0041015;0.0012624;-0.091329;-0.30065;0.28619;0.028517;0.0050582;0.0015741;-0.071782;-0.559;0.123;-0.14;-0.012;0.017;-0.019;-0.055856;-0.009;-0.076;-0.018;0.025;-0.012
355;-0.073937;0.27006;0.028586;0.0018102;4.6123e-05;-0.091032;-0.30066;0.28615;0.028515;0.0052995;0.0013894;-0.071751;-0.6;0.094;-0.287;-0.013;0.019;-0.02;-0.055856;-0.009;-0.076;-0.018;0.025;-0.012
360;-0.07391;0.27022;0.028865;-0.0014543;-0.001232;-0.091119;-0.30071;0.28602;0.02848;0.0056058;0.0011022;-0.07137;-0.6;0.045;-0.287;-0.014;0.019;-0.017019;-0.046;-0.007856;-0.076;-0.018;0.025;-0.012
365;-0.074003;0.27018;0.029072;-0.0027882;-0.0026857;-0.09186;-0.3007;0.28601;0.028483;0.0054049;0.0014212;-0.071397;-0.59;-0.012525;-0.287;-0.015;0.019;-0.016;-0.036144;0.002;-0.076;-0.018;0.025;-0.012896
370;-0.074;0.27028;0.02936;-0.0029598;-0.0047332;-0.092253;-0.30072;0.28598;0.02846;0.0057528;0.00086815;-0.071375;-0.57058;-0.062953;-0.287;-0.016;0.019109;-0.018;-0.046;-0.007856;-0.076;-0.018;0.025;-0.013
375;-0.074017;0.27036;0.029763;-0.0054906;-0.0077644;-0.092932;-0.30074;0.286;0.028442;0.0057238;0.00078982;-0.071195;-0.508;-0.10195;-0.28563;-0.016981;0.018944;-0.013904;-0.057;0.002;-0.076;-0.018;0.025;-0.013
380;-0.074061;0.27057;0.030227;-0.0032016;-0.010157;-0.094402;-0.30075;0.28601;0.028423;0.0058356;0.00078309;-0.071304;-0.561;-0.16128;-0.287;-0.017;0.019104;-0.012315;-0.047144;-0.009;-0.076;-0.018;0.025;-0.012896
385;-0.074098;0.27058;0.03077;-0.003227;-0.015061;-0.096869;-0.3008;0.28594;0.028386;0.0061772;0.00042412;-0.071223;-0.42222;-0.162;-0.189;-0.015;0.015072;-0.0061653;-0.046;0.002;-0.026;-0.018;0.025;-0.012
390;-0.07403;0.27079;0.031531;-0.0042339;-0.021442;-0.099253;-0.30072;0.28599;0.028408;0.0056908;0.00091582;-0.070967;-0.3247;-0.19996;-0.14;-0.015;0.013;-0.003;-0.046;0.002;-0.076;-0.019;0.025;-0.012896
395;-0.074015;0.27102;0.032177;-0.0014928;-0.028546;-0.10226;-0.30077;0.28597;0.028384;0.0059472;0.00047959;-0.070809;-0.28969;-0.201;-0.092;-0.014;0.013;-0.000216;-0.035;0.002;-0.076;-0.018;0.025;-0.012896
400;-0.073973;0.27125;0.033104;-0.0024833;-0.037286;-0.10493;-0.30085;0.28585;0.028356;0.0057439;0.00091956;-0.070488;-0.222;-0.211;-0.081416;-0.014;0.011;0.001784;-0.046;0.013;-0.0312;-0.018;0.025;-0.012104
405;-0.073941;0.27148;0.03393;0.00058869;-0.046053;-0.10746;-0.30087;0.28583;0.028356;0.0058408;0.00087015;-0.070353;-0.20416;-0.201;-0.043;-0.013;0.011;0.003;-0.046;0.002;-0.026;-0.018;0.025;-0.012104
410;-0.073811;0.27187;0.034966;0.0024251;-0.055355;-0.10952;-0.30081;0.28594;0.028368;0.0060098;0.00057494;-0.070428;-0.17463;-0.211;-0.043;-0.013;0.01;0.004;-0.036144;-0.009;-0.026;-0.018;0.026;-0.012
415;-0.073679;0.27235;0.036094;0.0055025;-0.065047;-0.11107;-0.30082;0.28592;0.028386;0.0057585;0.00080381;-0.070297;-0.141;-0.21748;-0.025752;-0.013;0.009;0.004648;-0.046;-0.009;-0.026;-0.018;0.025;-0.012
420;-0.073544;0.27289;0.03731;0.0092982;-0.074134;-0.11264;-0.30084;0.28588;0.028398;0.0056614;0.0006004;-0.069974;-0.12;-0.211;0.006;-0.013;0.009;0.005;-0.046;-0.009;-0.076;-0.018;0.025;-0.012
425;-0.073443;0.27345;0.038669;0.012843;-0.083916;-0.11356;-0.30083;0.28592;0.028395;0.0056007;0.00097388;-0.070211;-0.08252;-0.211;0.006;-0.013;0.008352;0.005352;-0.046;-0.009;-0.076;-0.018;0.025;-0.012
430;-0.073386;0.27398;0.040184;0.016941;-0.092962;-0.11465;-0.30082;0.2859;0.028401;0.0054047;0.0015913;-0.070232;-0.069;-0.206;0.006;-0.013;0.008;0.006;-0.046;-0.009;-0.076;-0.018;0.025;-0.012
435;-0.073397;0.2745;0.041699;0.02224;-0.1016;-0.11572;-0.30089;0.2858;0.028392;0.0057054;0.0010224;-0.069931;-0.0435;-0.201;0.006;-0.013;0.008;0.006;-0.048376;-0.009;-0.076;-0.018;0.025;-0.012
440;-0.073428;0.27514;0.043293;0.026788;-0.10946;-0.11684;-0.30091;0.28576;0.028391;0.0058957;0.00034928;-0.069695;-0.018;-0.191;0.006;-0.013;0.008;0.006;-0.054624;-0.009;-0.076;-0.018;0.025;-0.012
445;-0.073537;0.27577;0.044907;0.032188;-0.11685;-0.11812;-0.30094;0.2857;0.028392;0.0059218;0.00013865;-0.069416;-0.008;-0.182;0.054;-0.013;0.007;0.006;-0.057;0.002;-0.0368;-0.018;0.025;-0.012
450;-0.07371;0.2764;0.046758;0.037394;-0.12416;-0.11951;-0.30085;0.28579;0.028479;0.0024202;0.0056666;-0.078483;0.005872;-0.182;0.054;-0.013;0.007;0.006;-0.057;0.002;-0.0368;-0.018;0.025;-0.012
455;-0.073993;0.27705;0.048744;0.042877;-0.13101;-0.12157;-0.3008;0.28587;0.028553;0.00155;0.0067083;-0.079053;0.023;-0.17848;0.054;-0.012;0.007;0.006;-0.057;-0.009;-0.026;-0.018;0.025;-0.012
460;-0.074318;0.27786;0.050727;0.048017;-0.13672;-0.12418;-0.30085;0.28579;0.028552;0.0017122;0.0064569;-0.079107;0.033;-0.16848;0.054;-0.012;0.007;0.006648;-0.057;0.002;-0.076;-0.018;0.025;-0.012
465;-0.074809;0.27845;0.052618;0.053244;-0.14077;-0.12782;-0.30089;0.28569;0.028499;0.0024531;0.0057535;-0.078666;0.043;-0.162;0.054;-0.012;0.007;0.006;-0.057;-0.009;-0.076;-0.018;0.025;-0.012
470;-0.075297;0.27922;0.054823;0.056303;-0.14371;-0.13146;-0.30086;0.28576;0.028519;0.0021453;0.0060445;-0.078808;0.053;-0.152;0.103;-0.012;0.006;0.006;-0.057;-0.009;-0.076;-0.018784;0.025;-0.012
475;-0.075903;0.28002;0.057112;0.059826;-0.14574;-0.136;-0.30081;0.28583;0.028518;0.0024173;0.0055784;-0.078813;0.064;-0.142;0.103;-0.012;0.006;0.006;-0.057;-0.009;-0.076;-0.018;0.025;-0.012
480;-0.076533;0.28086;0.05923;0.06551;-0.1467;-0.14062;-0.3008;0.28589;0.028522;0.0025519;0.0056472;-0.078767;0.074;-0.142;0.103;-0.012;0.006;0.006;-0.046;-0.019;-0.076;-0.018;0.025;-0.012
485;-0.077215;0.28183;0.061404;0.070535;-0.14669;-0.14556;-0.30085;0.28583;0.028473;0.0028641;0.0053522;-0.078424;0.07504;-0.142;0.103;-0.012;0.006;0.006;-0.046;-0.019;-0.076;-0.018;0.025;-0.012
490;-0.077972;0.2827;0.063634;0.07438;-0.14559;-0.15055;-0.30091;0.2858;0.028452;0.0056972;0.00035446;-0.069979;0.074;-0.142;0.103;-0.012;0.006;0.006;-0.046;-0.009;-0.076;-0.018;0.025;-0.012
495;-0.078785;0.28364;0.065935;0.076994;-0.14394;-0.15604;-0.30091;0.28597;0.028474;0.0053062;0.00044968;-0.070201;0.084;-0.132;0.103;-0.012;0.006;0.006;-0.048376;-0.009;-0.076;-0.018;0.025;-0.012
500;-0.079774;0.28436;0.068164;0.081372;-0.14174;-0.16268;-0.30086;0.28611;0.028507;0.0052082;0.00040153;-0.070431;0.08428;-0.132;0.103;-0.012;0.006;0.006;-0.054624;-0.009;-0.076;-0.018;0.025;-0.012
505;-0.080845;0.28505;0.070413;0.086159;-0.13928;-0.16986;-0.30085;0.28614;0.028538;0.002661;-0.00097604;-0.070078;0.084;-0.123;0.103;-0.012;0.006;0.006;-0.046;0.002;-0.0652;-0.018;0.025216;-0.012
510;-0.082001;0.28582;0.072551;0.09138;-0.13617;-0.17783;-0.30084;0.28625;0.028567;0.0027835;-0.00081439;-0.070521;0.084;-0.132;0.152;-0.012;0.006;0.006;-0.048376;0.002;-0.076;-0.018;0.025;-0.012
515;-0.083248;0.28653;0.07468;0.096085;-0.13291;-0.18613;-0.30077;0.28684;0.0288;0.0024589;0.0014751;-0.073385;0.084;-0.142;0.152;-0.012;0.006;0.006;-0.046;0.002;-0.076;-0.018;0.025;-0.012
520;-0.084623;0.28732;0.076843;0.1005;-0.12957;-0.19519;-0.30083;0.28667;0.028745;0.0031702;0.00095349;-0.072924;0.074;-0.142;0.152;-0.012;0.006;0.006;-0.046;-0.006624;-0.076;-0.018;0.025;-0.012
525;-0.086088;0.28826;0.079213;0.10303;-0.12599;-0.20461;-0.30094;0.28617;0.028613;0.0029353;-0.00010097;-0.070674;0.074;-0.132;0.152;-0.012;0.006;0.006;-0.046;-0.000376;-0.076;-0.018;0.025;-0.012
