Freq 200 --> Features: time;  objectRightX(m);objectRightY(m);objectRightZ(m);objectRight roll(radian);objectRight pitch (radian);objectRight yaw (radian);objectLeft X (m);objectLeft Y (m);objectLeft Z (m);objectLeft roll(radian);objectLeft pitch (radian);objectLeft yaw (radian);objectRightFx (N);objectRightFy (N);objectRightFz (N);objectRightTx (N m);objectRightTy (N m);objectRightTz (N m);objectLeftFx (N);objectLeftFy (N);objectLeftFz (N);objectLeftTx (N m);objectLeftTy (N m);objectLeftTz (N m)
50;-0.073152;0.27198;0.027762;0.015318;0.0028435;-0.087743;-0.30001;0.28623;0.028494;0.0055276;0.00075764;-0.072918;-0.049;0.096637;1.321;0;0.011;-0.013;-0.003;-0.009;0.024;-0.019;0.028;-0.012
55;-0.073146;0.27202;0.027762;0.015476;0.0027601;-0.087767;-0.29998;0.28625;0.028488;0.005547;0.00071969;-0.072765;-0.049;0.104;1.31;0;0.011;-0.013;0.0013525;-0.009;0.024;-0.019;0.028;-0.012
60;-0.073168;0.27198;0.027752;0.015581;0.0027905;-0.087907;-0.29997;0.28627;0.02854;0.0051521;0.001189;-0.072846;-0.049;0.104;1.272;0;0.011;-0.013;0.008;-0.0023525;0.024;-0.019;0.028;-0.012
65;-0.073152;0.27196;0.027724;0.015785;0.0026332;-0.087742;-0.29996;0.28624;0.0285;0.005716;0.00037415;-0.072823;-0.038;0.104;1.272;0;0.011;-0.013;-0.003;0.002;0.024;-0.019;0.028;-0.012
70;-0.073153;0.2719;0.027729;0.015859;0.0027219;-0.08776;-0.29992;0.2863;0.028512;0.005483;0.00044705;-0.072737;-0.038;0.104;1.278;0;0.011;-0.013;-0.003;-0.009;0.073;-0.019;0.028;-0.012
75;-0.07316;0.27186;0.027721;0.015853;0.0028689;-0.087853;-0.29995;0.28624;0.028523;0.0053122;0.00064302;-0.072685;-0.028;0.104;1.321;0;0.011;-0.013093;0.008;-0.009;0.024;-0.019;0.028;-0.012
80;-0.073138;0.27195;0.0277;0.01618;0.002746;-0.087831;-0.30001;0.28612;0.028471;0.0057005;0.00048737;-0.072565;-0.037327;0.113;1.272;0;0.011;-0.014;-0.003;-0.009;0.024;-0.019;0.028;-0.012
85;-0.073137;0.27188;0.027707;0.016106;0.0025649;-0.087647;-0.30001;0.28616;0.028494;0.005458;0.00078534;-0.072747;-0.028;0.113;1.272;0;0.011;-0.014;0.012191;-0.009;0.024;-0.019;0.028;-0.012
90;-0.073087;0.27201;0.027746;0.015427;0.0027149;-0.087532;-0.29996;0.28623;0.028493;0.0056831;0.00040485;-0.072825;-0.038;0.113;1.272;0;0.011;-0.014;0.0038087;-0.009;0.024;-0.019;0.028;-0.012
95;-0.073129;0.27191;0.027744;0.015727;0.0027465;-0.087735;-0.29995;0.28624;0.028515;0.0056342;0.00049757;-0.072916;-0.038;0.113;1.272;0;0.011;-0.014;-0.003;-0.009;0.024;-0.019;0.028;-0.012
100;-0.073062;0.27205;0.027801;0.015238;0.0027717;-0.087654;-0.29993;0.2862;0.028517;0.0055379;0.00066928;-0.072787;-0.038;0.104;1.2722;0;0.011;-0.014;0.008;-0.009;0.024;-0.019;0.028;-0.011
105;-0.073062;0.27198;0.027773;0.015566;0.0027492;-0.087595;-0.29994;0.28618;0.028499;0.0056013;0.00064861;-0.072659;-0.038;0.113;1.321;0;0.011;-0.014;0.003969;-0.009;-0.026;-0.019;0.028;-0.011366
110;-0.073114;0.2719;0.027721;0.015579;0.0029242;-0.087919;-0.29992;0.28621;0.028505;0.0055461;0.00054907;-0.072693;-0.038;0.113;1.272;0;0.011;-0.014;0.008;0.002;-0.026;-0.019;0.028;-0.012
115;-0.073081;0.27191;0.027745;0.015282;0.0028435;-0.087656;-0.29991;0.28625;0.028522;0.0054281;0.00063388;-0.072811;-0.038;0.113;1.272;0;0.011;-0.014;0.008;0.002;-0.026;-0.019;0.027;-0.012
120;-0.073081;0.2719;0.027705;0.016652;0.0025496;-0.08761;-0.2999;0.2863;0.028543;0.0053244;0.00079506;-0.072922;-0.038;0.113;1.272;0;0.011;-0.014;-0.003;0.002;0.024;-0.019;0.028;-0.012
125;-0.073098;0.27191;0.027739;0.015953;0.0027542;-0.087734;-0.29992;0.28624;0.028537;0.0053563;0.0007505;-0.072666;-0.038;0.113;1.272;0;0.011;-0.014;0.000872;-0.009;0.041248;-0.019;0.028;-0.012
130;-0.073098;0.27194;0.027762;0.015391;0.0027262;-0.087756;-0.29994;0.28619;0.028522;0.0054345;0.00064214;-0.072667;-0.037537;0.113;1.272;-0.001;0.011;-0.014;0.004128;0.002;0.055752;-0.018648;0.028;-0.012
135;-0.073082;0.27197;0.027745;0.015802;0.0027377;-0.087769;-0.29997;0.28616;0.028505;0.0056528;0.00048748;-0.072725;-0.038;0.11369;1.272;0;0.011;-0.014;-0.003;-0.005128;0.073;-0.019;0.028;-0.012
140;-0.073124;0.2719;0.027751;0.015664;0.0027182;-0.087793;-0.29994;0.28622;0.0285;0.0055681;0.00060742;-0.072939;-0.028946;0.113;1.272;0;0.011;-0.014;-0.003;-0.009;0.024;-0.019;0.027;-0.012
145;-0.073108;0.27194;0.027739;0.015782;0.0028418;-0.087953;-0.29989;0.28633;0.028534;0.005369;0.00073015;-0.073078;-0.038;0.123;1.272;0;0.011;-0.015;-0.003;-0.009;0.024;-0.019;0.027;-0.012
150;-0.073106;0.27195;0.027773;0.015474;0.002716;-0.08776;-0.29998;0.28621;0.028513;0.0054925;0.00054791;-0.072794;-0.038;0.13147;1.272;0;0.011;-0.015;-0.003;-0.009;0.024;-0.019;0.028;-0.012
155;-0.073118;0.27188;0.027694;0.015807;0.0028684;-0.087748;-0.29996;0.2862;0.028523;0.0054048;0.00059533;-0.072652;-0.038;0.133;1.272;0;0.011;-0.015;0.008;0.002;0.024;-0.019;0.028;-0.012
160;-0.073109;0.27191;0.027724;0.015648;0.0028699;-0.087708;-0.29993;0.2863;0.028534;0.0051295;0.0010046;-0.072942;-0.038;0.13075;1.272;0;0.011;-0.015;0.008;-0.0052857;0.073;-0.019;0.028;-0.012
165;-0.073138;0.27192;0.027727;0.015962;0.0028001;-0.087819;-0.29996;0.28625;0.028488;0.0055979;0.00053274;-0.072924;-0.038;0.133;1.272;0;0.011;-0.015;0.008;0.002;0.073;-0.019;0.028;-0.012
170;-0.073142;0.272;0.027756;0.01562;0.0027774;-0.087784;-0.30001;0.28619;0.028504;0.0056883;0.00051065;-0.072865;-0.038;0.123;1.272;0;0.011;-0.015;0.004442;0.002;0.073;-0.019;0.027323;-0.012
175;-0.073142;0.27191;0.027727;0.015963;0.0028014;-0.087803;-0.30001;0.28622;0.028539;0.0053502;0.00097287;-0.072822;-0.038;0.123;1.272;0;0.011;-0.014654;-0.003;0.005558;0.073;-0.019;0.028;-0.012
180;-0.073169;0.27191;0.027734;0.01599;0.0026955;-0.087862;-0.29997;0.28628;0.028568;0.0049045;0.0013007;-0.072888;-0.038;0.12911;1.272;0;0.011;-0.015;0.00055802;0.002;0.057151;-0.019;0.028;-0.012
185;-0.073173;0.27189;0.027712;0.016091;0.002775;-0.087918;-0.29994;0.28632;0.028566;0.0051099;0.00077742;-0.072937;-0.038;0.133;1.272;0;0.011433;-0.015;0.00055802;0.002;0.024;-0.019;0.028;-0.012
190;-0.07318;0.27191;0.027716;0.016143;0.0027577;-0.08792;-0.29998;0.28628;0.028538;0.0053688;0.00054887;-0.072934;-0.038;0.133;1.272;0;0.01153;-0.015;-0.003;-0.009;0.024;-0.019;0.028;-0.012
195;-0.073163;0.27184;0.027695;0.0163;0.0025702;-0.087702;-0.29996;0.28625;0.028522;0.0053352;0.00069954;-0.072834;-0.038;0.133;1.272;0;0.012;-0.015;-0.003;-0.009;0.024;-0.019;0.027318;-0.012
200;-0.073112;0.27199;0.027745;0.015541;0.0027923;-0.087612;-0.29999;0.28622;0.028517;0.0054143;0.00056824;-0.072733;-0.049;0.133;1.272;0;0.011;-0.015;-0.003;0.002;0.024;-0.019;0.028;-0.012
205;-0.073129;0.27197;0.027745;0.015662;0.0029743;-0.087889;-0.29998;0.28621;0.028499;0.0055347;0.00036338;-0.072621;-0.038;0.133;1.272;0;0.012;-0.015;-0.003;0.002;0.024;-0.019;0.028;-0.012
210;-0.073154;0.27193;0.027732;0.01593;0.0028581;-0.087943;-0.3;0.28622;0.028488;0.0056658;0.00034012;-0.072802;-0.049;0.143;1.272;0;0.012;-0.015;-0.010597;0.002;-0.01053;-0.019;0.027309;-0.012
215;-0.073164;0.27188;0.027717;0.016201;0.0025978;-0.087819;-0.29999;0.28625;0.028477;0.0057664;0.00017192;-0.072806;-0.049;0.143;1.272;0;0.012;-0.015;-0.003;0.002;-0.01053;-0.019;0.027309;-0.012
220;-0.073167;0.27191;0.027734;0.015822;0.0027798;-0.087926;-0.29999;0.28619;0.028499;0.0056472;0.00030177;-0.072514;-0.049;0.143;1.272;0;0.012;-0.016;0.00040333;0.002;-0.026;-0.019;0.027691;-0.012
225;-0.07319;0.2718;0.027688;0.016314;0.0028658;-0.088155;-0.29993;0.28622;0.028512;0.0054447;0.00063238;-0.072619;-0.049;0.15062;1.272;0;0.012;-0.016;-0.003;0.0052504;-0.011226;-0.019;0.028;-0.012
230;-0.073157;0.2719;0.027745;0.015833;0.0028868;-0.0881;-0.29993;0.28626;0.028512;0.0051918;0.00091485;-0.072729;-0.049;0.151;1.272;0;0.012;-0.016;0.008;0.0097496;0.024;-0.019;0.027;-0.012
235;-0.073106;0.27195;0.027745;0.015467;0.0029094;-0.087759;-0.29994;0.28626;0.028528;0.0053146;0.0007258;-0.072685;-0.039812;0.15135;1.272;0;0.012;-0.016;-0.003;0.002;0.024;-0.019;0.027295;-0.012
240;-0.073152;0.2718;0.027678;0.016217;0.002835;-0.087961;-0.29991;0.28626;0.028549;0.0053637;0.00066323;-0.072691;-0.039452;0.143;1.272;0;0.012;-0.016;-0.003;-0.0012504;0.073;-0.019;0.027295;-0.012
245;-0.073072;0.27197;0.027774;0.015027;0.0028113;-0.087532;-0.29994;0.28622;0.028527;0.0054159;0.00056919;-0.072703;-0.049;0.153;1.272;0;0.012;-0.016;0.008;0.002;0.073;-0.019;0.028;-0.012
250;-0.073091;0.27194;0.027729;0.015781;0.0028408;-0.087748;-0.29995;0.28619;0.02849;0.0054353;0.00052585;-0.07269;-0.049;0.143;1.272;0;0.012;-0.016;0.008;0.002;0.024;-0.019;0.028;-0.012
255;-0.073097;0.27191;0.027711;0.015746;0.0028397;-0.087807;-0.29996;0.28621;0.0285;0.0056231;0.00042373;-0.07284;-0.038;0.153;1.272;-0.001;0.012;-0.016;0.008;0.002;0.024;-0.019;0.028;-0.012
260;-0.073086;0.27193;0.02774;0.01587;0.002829;-0.087804;-0.29996;0.28617;0.028509;0.0058292;0.00020763;-0.07272;-0.038;0.153;1.223;0;0.012;-0.016;0.008;0.002;0.024;-0.019;0.028;-0.012
265;-0.073063;0.27194;0.027762;0.015656;0.0026747;-0.087516;-0.29995;0.2862;0.02852;0.0054863;0.00064744;-0.072739;-0.038;0.153;1.2711;-1.8176e-05;0.012;-0.016;9.925e-05;0.002;0.024;-0.019;0.028;-0.012
270;-0.073056;0.27192;0.027757;0.015356;0.0027886;-0.08749;-0.29992;0.28625;0.028545;0.0052252;0.00107;-0.072997;-0.038;0.153;1.223;-0.001;0.012;-0.016;-0.010901;-0.009;-0.026;-0.019;0.027282;-0.012
275;-0.073079;0.27199;0.027762;0.015404;0.0028783;-0.087694;-0.29993;0.28623;0.028551;0.0051353;0.00083943;-0.072887;-0.038;0.153;1.223;0;0.012;-0.016;-0.003;0.002;-0.026;-0.019;0.027732;-0.012
280;-0.073114;0.27189;0.027757;0.015622;0.0027318;-0.08782;-0.29995;0.28622;0.028532;0.0054085;0.00048518;-0.072749;-0.038;0.153;1.223;0;0.012;-0.016;-0.003;0.0049501;-0.026;-0.019;0.027732;-0.012
285;-0.073039;0.27201;0.027763;0.015291;0.002806;-0.087461;-0.29995;0.2862;0.028525;0.0055246;0.00039512;-0.072716;-0.049;0.153;1.2718;0;0.012;-0.016;-0.003;0.013;0.024;-0.019;0.028;-0.012
290;-0.073129;0.2718;0.027722;0.015841;0.0028261;-0.087809;-0.29997;0.28617;0.02852;0.0056375;0.00041582;-0.072779;-0.049;0.153;1.223;0;0.012;-0.016;-0.014;-0.00095011;0.024;-0.019;0.027;-0.012
295;-0.073096;0.27188;0.027715;0.016054;0.0027744;-0.087718;-0.29991;0.2863;0.028561;0.0052554;0.00092049;-0.073084;-0.048698;0.15273;1.223;-0.001;0.012;-0.016;-0.014;-0.0060499;0.024;-0.019;0.028;-0.012
300;-0.073119;0.27188;0.027704;0.016332;0.0027632;-0.087886;-0.29997;0.28617;0.028494;0.0057418;0.00033544;-0.072691;-0.038;0.153;1.223;-3.9744e-05;0.012;-0.016;-0.003;-0.00080309;0.024;-0.019;0.027745;-0.012
305;-0.073089;0.27194;0.027729;0.015612;0.0029272;-0.087701;-0.30001;0.28608;0.02846;0.006029;6.3622e-05;-0.072458;-0.038;0.143;1.223;0;0.011;-0.015;-0.003;-0.0061969;0.024;-0.019;0.028;-0.012
310;-0.073129;0.27192;0.02774;0.015776;0.0027951;-0.087908;-0.30003;0.28609;0.028493;0.0058606;0.00016518;-0.072561;-0.038;0.143;1.223;0;0.011;-0.015;-0.003;-0.009;0.024;-0.019;0.028;-0.012
315;-0.073117;0.27191;0.027745;0.015715;0.0027053;-0.087706;-0.30001;0.28613;0.028492;0.0058387;0.00037614;-0.072604;-0.049;0.143;1.223;0;0.012;-0.015;-0.00019691;-0.009;0.024;-0.019;0.028;-0.012
320;-0.073093;0.27194;0.027757;0.015449;0.0028213;-0.087638;-0.29995;0.28625;0.028515;0.005425;0.00044355;-0.072686;-0.049;0.143;1.223;0;0.011;-0.015;0.008;0.002;0.024;-0.019;0.028;-0.012
325;-0.073099;0.272;0.027751;0.015658;0.0027205;-0.087706;-0.29991;0.28631;0.02855;0.0050513;0.00075991;-0.072642;-0.038;0.13479;1.223;0;0.011;-0.015;0.008;-0.0006583;0.024;-0.019;0.028;-0.012
330;-0.073098;0.272;0.027786;0.015208;0.0028306;-0.087648;-0.29995;0.28625;0.028544;0.0052086;0.00081065;-0.072706;-0.038;0.133;1.223;0;0.011;-0.015;0.008;-0.016583;0.024;-0.019;0.028;-0.012
335;-0.073103;0.27197;0.027779;0.015356;0.0028483;-0.087685;-0.29992;0.28629;0.028578;0.0050827;0.00073987;-0.072738;-0.046244;0.123;1.223;0;0.011;-0.014;0.008;-0.0063417;0.024;-0.019;0.028;-0.012
340;-0.073114;0.27192;0.027722;0.016091;0.0027769;-0.087777;-0.29994;0.28626;0.028549;0.0051345;0.00093153;-0.072738;-0.049;0.123;1.223;0;0.011;-0.015;-0.0003417;0.002;0.061158;-0.019;0.028;-0.012
345;-0.073137;0.27193;0.02775;0.015774;0.0027963;-0.087817;-0.29995;0.28626;0.02852;0.0055642;0.00061422;-0.072888;-0.049;0.12632;1.223;0;0.011;-0.015;-0.0003417;-0.0063417;0.024;-0.019;0.028;-0.012
350;-0.073132;0.27198;0.027767;0.015447;0.0028185;-0.087816;-0.29998;0.28623;0.028532;0.0056187;0.000539;-0.072845;-0.038;0.123;1.223;0;0.011;-0.014;-0.0004841;0.002;0.024;-0.019;0.028;-0.012
355;-0.073116;0.27201;0.027761;0.015662;0.0027182;-0.087701;-0.29997;0.28623;0.028527;0.005369;0.00074218;-0.072679;-0.049;0.123;1.223;-0.001;0.011;-0.014419;0.008;-0.009;0.024;-0.019;0.028;-0.012
360;-0.073102;0.27195;0.02775;0.015938;0.0027128;-0.087567;-0.29999;0.28621;0.028515;0.005381;0.0006247;-0.072599;-0.038;0.133;1.223;-0.0004629;0.011;-0.015;0.008;-0.009;0.024;-0.019;0.027229;-0.012
365;-0.073103;0.27197;0.027772;0.015507;0.0029122;-0.087736;-0.30001;0.28622;0.02851;0.0053843;0.00071186;-0.072825;-0.038;0.133;1.223;-0.00049257;0.011;-0.015;0.008;0.002;0.024;-0.019;0.028;-0.012
370;-0.073102;0.27199;0.027791;0.015247;0.0027712;-0.087566;-0.29998;0.28627;0.028527;0.0053786;0.00089935;-0.072971;-0.038;0.133;1.245;-0.0004481;0.011;-0.014;0.008;0.002;0.024;-0.019;0.028;-0.012
375;-0.073098;0.27201;0.027796;0.015308;0.002862;-0.087751;-0.29994;0.28632;0.028543;0.0054354;0.00043706;-0.07292;-0.038;0.133;1.272;-0.001;0.011;-0.014;-0.003;-0.000376;0.024;-0.019;0.028;-0.012
380;-0.073102;0.27198;0.027762;0.015741;0.0027108;-0.087648;-0.29993;0.28629;0.028527;0.0055628;0.00033872;-0.072834;-0.038;0.133;1.272;-0.001;0.011;-0.015;-0.005376;0.002;0.024;-0.019;0.028;-0.012
385;-0.073086;0.272;0.027791;0.015411;0.0026871;-0.08751;-0.29998;0.28621;0.028498;0.0058683;0.00023041;-0.072879;-0.038;0.133;1.272;0;0.011;-0.014677;-0.003;-0.009;0.024;-0.019;0.028;-0.012
390;-0.073144;0.27185;0.027705;0.016323;0.0027199;-0.087825;-0.29996;0.2863;0.028538;0.0054352;0.0008172;-0.073258;-0.028;0.133;1.223;-0.001;0.011;-0.014;-0.003;-0.009;0.0132;-0.019;0.027784;-0.012
395;-0.073132;0.2719;0.027769;0.01519;0.002933;-0.087815;-0.29992;0.2863;0.028533;0.0053227;0.00080367;-0.072968;-0.038;0.12542;1.223;0;0.011;-0.014;0.005624;0.002;0.0132;-0.019;0.027784;-0.012
400;-0.073112;0.2719;0.02774;0.015941;0.0027129;-0.087791;-0.2999;0.28629;0.02851;0.0053716;0.0007096;-0.072684;-0.038;0.133;1.272;-0.001;0.011;-0.014;0.008;0.002;0.024;-0.019;0.028;-0.012
405;-0.073025;0.27204;0.027779;0.015081;0.0029057;-0.087332;-0.29995;0.28619;0.028499;0.0053824;0.0008996;-0.07257;-0.038;0.123;1.272;-0.001;0.011;-0.014;-0.003;0.002;0.024;-0.019;0.027;-0.012
410;-0.073094;0.27188;0.027746;0.015635;0.00278;-0.087649;-0.29998;0.28617;0.028538;0.0053442;0.0007066;-0.072606;-0.049;0.123;1.272;-0.00085744;0.011;-0.014;-0.003;0.002;0.024;-0.019;0.028;-0.012
415;-0.073107;0.27192;0.027768;0.015444;0.0027732;-0.087746;-0.29996;0.2862;0.028538;0.0053398;0.00070749;-0.072806;-0.049;0.123;1.272;0;0.011;-0.014;0.008;0.002;0.024;-0.019;0.027;-0.012
420;-0.073052;0.27194;0.027745;0.015735;0.0028575;-0.087613;-0.29996;0.28616;0.028527;0.0053839;0.000738;-0.072684;-0.038;0.123;1.272;0;0.011;-0.014;0.008;0.002;0.013824;-0.019;0.027;-0.012
425;-0.073035;0.27201;0.027784;0.015117;0.0028456;-0.087532;-0.29992;0.28621;0.028515;0.0054624;0.00058956;-0.07263;-0.038;0.1236;1.272;0;0.011;-0.014;-0.00080016;-0.0068002;0.024;-0.019;0.0278;-0.012
430;-0.073081;0.27193;0.027768;0.015537;0.0028058;-0.087685;-0.29993;0.28618;0.028498;0.0055266;0.0005796;-0.072603;-0.038;0.123;1.272;-3.8994e-05;0.011;-0.015;-0.003;0.002;0.024;-0.019;0.028;-0.012
435;-0.073068;0.27197;0.027758;0.015431;0.0027763;-0.087646;-0.29991;0.2862;0.028517;0.005331;0.0010932;-0.072766;-0.049;0.123;1.272;0;0.011;-0.015;0.008;0.0041043;0.014435;-0.019;0.028;-0.012
440;-0.073076;0.27196;0.027762;0.015673;0.002826;-0.087833;-0.29988;0.28626;0.028539;0.0051824;0.001228;-0.072916;-0.038;0.123;1.272;0;0.011;-0.014;0.008;0.002;-0.026;-0.019;0.027;-0.012
445;-0.073041;0.272;0.027791;0.015334;0.002806;-0.087577;-0.2999;0.28624;0.02855;0.0051827;0.00086061;-0.072863;-0.048971;0.123;1.2231;0;0.011;-0.014003;-0.003;-0.009;0.024;-0.019;0.028;-0.012
450;-0.073046;0.27194;0.027819;0.015014;0.002783;-0.087515;-0.29992;0.28623;0.028561;0.0051436;0.00083355;-0.072859;-0.038;0.123;1.272;0;0.011;-0.015;-0.00089574;0.002;0.024;-0.019;0.028;-0.012
455;-0.073042;0.27197;0.027818;0.01495;0.0029457;-0.08764;-0.29994;0.28622;0.028533;0.0053366;0.00079166;-0.072766;-0.038;0.133;1.272;-0.00099741;0.011;-0.015;-0.003;0.002;0.024;-0.019;0.027821;-0.012
460;-0.073012;0.27203;0.027786;0.01556;0.0028135;-0.087486;-0.29993;0.28623;0.028533;0.0052478;0.00083442;-0.07278;-0.038;0.133;1.272;-1.0168e-05;0.011;-0.015;-0.003;0.002;0.024;-0.019;0.027;-0.012
465;-0.07304;0.27199;0.027803;0.015247;0.0028344;-0.08757;-0.29994;0.28624;0.028527;0.0054168;0.00055859;-0.072921;-0.038;0.133;1.272;0;0.011;-0.015;-0.003;-0.0070273;0.024;-0.019;0.027821;-0.012
470;-0.073072;0.27193;0.027792;0.015194;0.002996;-0.087764;-0.29993;0.28625;0.028515;0.0054576;0.00058406;-0.072817;-0.038;0.133;1.272;0;0.011;-0.015;-0.003;2.7326e-05;0.024;-0.019;0.028;-0.012
475;-0.073056;0.27202;0.027791;0.015431;0.002839;-0.087696;-0.29993;0.28627;0.028509;0.0055007;0.00068632;-0.072836;-0.038;0.133;1.223;0;0.011;-0.015;-0.0010273;0.002;0.073;-0.019;0.028;-0.012
480;-0.073016;0.27209;0.027813;0.014733;0.0030923;-0.087552;-0.29994;0.2862;0.028492;0.0057824;0.00025982;-0.072673;-0.038;0.133;1.2679;0;0.011;-0.015;0.008;0.002;0.073;-0.019;0.028;-0.012
485;-0.073077;0.27196;0.027781;0.01518;0.00289;-0.087651;-0.29995;0.28624;0.02851;0.005769;0.00020428;-0.072928;-0.038;0.123;1.223;0;0.011;-0.015;0.008;0.002;0.024;-0.019;0.028;-0.012
490;-0.073078;0.27197;0.027763;0.015497;0.0028676;-0.087698;-0.29995;0.28625;0.028494;0.0057022;0.00020469;-0.072836;-0.038;0.133;1.2296;-0.00013437;0.011;-0.015;0.008;-0.0071559;0.024;-0.019;0.028;-0.012
495;-0.073065;0.27199;0.027803;0.014888;0.0028557;-0.087545;-0.29993;0.28628;0.028505;0.005604;0.00035416;-0.072843;-0.038;0.123;1.2312;-0.00016765;0.011;-0.015;0.008;0.002;0.024;-0.019;0.028;-0.012
500;-0.073064;0.27201;0.027781;0.015336;0.0028058;-0.087415;-0.29992;0.28633;0.028517;0.0054553;0.00038954;-0.072953;-0.038;0.13096;1.262;0;0.011;-0.015;0.008;-0.0071559;0.024;-0.019;0.028;-0.012
505;-0.073071;0.272;0.027757;0.01547;0.0029721;-0.087652;-0.29995;0.28629;0.028509;0.0053393;0.00046992;-0.072802;-0.046342;0.133;1.272;0;0.011;-0.015;0.008;0.002;0.024;-0.019;0.028;-0.012
510;-0.073098;0.27198;0.027774;0.015485;0.0028234;-0.087689;-0.29998;0.28624;0.02851;0.0053445;0.00057715;-0.07282;-0.049;0.133;1.2368;-0.00028175;0.011;-0.015;-0.003;0.002;0.024;-0.019;0.028;-0.012
515;-0.073126;0.27188;0.027735;0.015666;0.002975;-0.08778;-0.29997;0.28629;0.028546;0.0052699;0.00052849;-0.072876;-0.0455;0.133;1.223;0;0.011;-0.015;-0.003;0.002;-0.018187;-0.019;0.027;-0.012
520;-0.073103;0.27189;0.027758;0.015726;0.0028773;-0.087812;-0.29994;0.28627;0.028534;0.0054158;0.00039402;-0.072856;-0.045034;0.133;1.223;0;0.011;-0.015;-0.003;0.00028125;-0.026;-0.019;0.027;-0.012
525;-0.073103;0.27193;0.027781;0.015275;0.0029228;-0.087734;-0.29994;0.28626;0.028528;0.0052561;0.00091864;-0.072857;-0.049;0.133;1.223;0;0.011;-0.015;-0.003;0.002;-0.026;-0.019;0.027844;-0.012
530;-0.073065;0.27198;0.027778;0.015551;0.0029625;-0.087653;-0.29994;0.28623;0.028503;0.0055892;0.00046358;-0.072725;-0.042929;0.133;1.272;0;0.011;-0.015;-0.003;0.00040333;-0.026;-0.019;0.028;-0.012
535;-0.073072;0.27202;0.027812;0.015422;0.0027944;-0.087711;-0.29996;0.28624;0.028481;0.0057239;0.00033209;-0.07286;-0.038;0.133;1.272;0;0.011;-0.015;0.008;0.002;0.024;-0.019;0.028;-0.012
540;-0.073077;0.27197;0.027784;0.015744;0.0027716;-0.087639;-0.29995;0.28626;0.028532;0.0054367;0.0006275;-0.07284;-0.038;0.133;1.223;0;0.011;-0.015;0.008;0.002;0.024;-0.019;0.028;-0.012
545;-0.073031;0.27202;0.027792;0.015353;0.0029133;-0.087545;-0.29992;0.28628;0.028565;0.0054054;0.00050351;-0.072824;-0.038;0.123;1.223;0;0.011;-0.014;-0.0014033;0.00040333;-0.018742;-0.019;0.028;-0.012
