Freq 200 --> Features: time;  objectRightX(m);objectRightY(m);objectRightZ(m);objectRight roll(radian);objectRight pitch (radian);objectRight yaw (radian);objectLeft X (m);objectLeft Y (m);objectLeft Z (m);objectLeft roll(radian);objectLeft pitch (radian);objectLeft yaw (radian);objectRightFx (N);objectRightFy (N);objectRightFz (N);objectRightTx (N m);objectRightTy (N m);objectRightTz (N m);objectLeftFx (N);objectLeftFy (N);objectLeftFz (N);objectLeftTx (N m);objectLeftTy (N m);objectLeftTz (N m)
50;-0.073819;0.27025;0.028212;0.0081064;0.0033714;-0.091501;-0.3007;0.28598;0.028499;0.0047893;0.0020396;-0.071508;0.104;0.33;1.077;0;0.023;-0.026;-0.057;0.002;-0.076;-0.019;0.025;-0.012
55;-0.073836;0.27015;0.028181;0.0085325;0.0032089;-0.091378;-0.30068;0.28604;0.028476;0.0050122;0.0017368;-0.071625;0.09504;0.33;1.077;-0.001;0.023;-0.026;-0.057;0.002;-0.125;-0.019;0.025;-0.012
60;-0.073853;0.27013;0.028158;0.0087261;0.0032134;-0.09155;-0.30062;0.28616;0.028528;0.0046495;0.0020371;-0.072014;0.10296;0.34;1.072;-0.001;0.024;-0.026;-0.057;0.002;-0.125;-0.018;0.025;-0.012
65;-0.073893;0.27005;0.028163;0.0087756;0.0031499;-0.091597;-0.30064;0.28608;0.028515;0.0047153;0.0019441;-0.071699;0.104;0.34;1.029;-0.001;0.024;-0.026;-0.046;0.002;-0.1005;-0.0185;0.025;-0.013
70;-0.073848;0.27014;0.028181;0.0087296;0.003273;-0.091633;-0.30066;0.28612;0.02852;0.004688;0.001877;-0.071804;0.10296;0.34;1.077;-0.001;0.024;-0.026;-0.046;-0.0035;-0.076;-0.019;0.025;-0.013
75;-0.073847;0.27017;0.028193;0.0086026;0.00315;-0.091435;-0.30068;0.2861;0.028533;0.0047352;0.0019164;-0.072024;0.094;0.34;1.077;-0.001;0.024;-0.026;-0.046;0.002;-0.076;-0.019;0.025;-0.012
80;-0.073841;0.27017;0.028199;0.0083801;0.0032531;-0.091444;-0.30069;0.2861;0.028498;0.0050979;0.0015957;-0.072038;0.10184;0.34;1.077;-0.001;0.024;-0.026;-0.046;-0.0035;-0.076;-0.019;0.025;-0.012
85;-0.073875;0.27013;0.028192;0.0085189;0.0031622;-0.091493;-0.3007;0.2861;0.02851;0.0046335;0.002056;-0.071901;0.104;0.33;1.077;-0.001;0.024;-0.026;-0.046;0.002;-0.076;-0.019;0.025;-0.013
90;-0.073845;0.27021;0.028197;0.0086501;0.0031324;-0.091299;-0.30068;0.28611;0.028561;0.0041841;0.0026068;-0.071859;0.104;0.33;1.077;-0.001;0.024;-0.026;-0.0405;-0.0035;-0.076;-0.019;0.025;-0.013
95;-0.073839;0.27024;0.02822;0.0082566;0.0031795;-0.091356;-0.30072;0.28603;0.028549;0.0046386;0.0019935;-0.071768;0.09752;0.33;1.077;-0.001;0.023;-0.026;-0.0405;-0.0035;-0.076;-0.019;0.025;-0.0125
100;-0.073895;0.27014;0.028186;0.0085705;0.0031457;-0.091449;-0.30074;0.28601;0.028486;0.0050843;0.0015374;-0.071601;0.104;0.32648;1.126;-0.001;0.023;-0.026;-0.046;0.002;-0.076;-0.0185;0.025;-0.012
105;-0.073825;0.27023;0.028239;0.0077609;0.0032472;-0.091207;-0.30066;0.28614;0.028533;0.0045552;0.0020104;-0.071741;0.104;0.32;1.077;-0.001;0.023;-0.025;-0.046;0.002;-0.076;-0.019;0.025;-0.012
110;-0.073861;0.27023;0.028214;0.0082437;0.0032805;-0.091497;-0.30062;0.28617;0.028538;0.004713;0.0018616;-0.071898;0.104;0.32;1.126;-0.001;0.023;-0.025;-0.046;0.002;-0.076;-0.0185;0.025;-0.0125
115;-0.073871;0.27014;0.028169;0.0089097;0.0032305;-0.091456;-0.3007;0.28607;0.028514;0.0048754;0.0020744;-0.071901;0.104;0.32;1.126;-0.001;0.023;-0.025;-0.057;0.002;-0.026;-0.019;0.025;-0.013
120;-0.073859;0.2702;0.028198;0.0086335;0.0030929;-0.091247;-0.30071;0.2861;0.028532;0.0046983;0.0024475;-0.072021;0.099;0.31;1.126;-0.001;0.0225;-0.025;-0.046;0.002;-0.076;-0.018;0.025;-0.012
125;-0.073865;0.27019;0.028227;0.0082272;0.0031927;-0.091375;-0.30066;0.28616;0.028548;0.0046274;0.0023639;-0.071972;0.094;0.3;1.126;-0.001;0.022;-0.024648;-0.057;0.002;-0.076;-0.019;0.025;-0.012
130;-0.073903;0.27011;0.028171;0.0090791;0.0030939;-0.091444;-0.30069;0.28609;0.028475;0.0051681;0.001863;-0.071853;0.09752;0.3;1.126;-0.001;0.022;-0.024;-0.046;0.002;-0.076;-0.018;0.025;-0.012
135;-0.073881;0.27018;0.028158;0.0091759;0.0032211;-0.091501;-0.30067;0.28613;0.028493;0.0048737;0.0019553;-0.071846;0.104;0.29;1.126;-0.001;0.022;-0.024;-0.046;0.002;-0.076;-0.018;0.025;-0.012
140;-0.073813;0.27026;0.028225;0.0080458;0.0033336;-0.09116;-0.30071;0.28609;0.028498;0.0049604;0.0018172;-0.071778;0.104;0.281;1.126;-0.001;0.022;-0.024;-0.046;0.013;-0.076;-0.018;0.025;-0.0125
145;-0.073898;0.27015;0.028208;0.0085721;0.0032093;-0.091491;-0.30067;0.28613;0.028532;0.0047987;0.0020873;-0.07189;0.104;0.281;1.126;-0.001;0.022;-0.023;-0.057;0.002;-0.076;-0.018;0.025;-0.012
150;-0.073936;0.27008;0.028187;0.008498;0.003221;-0.091532;-0.30066;0.28617;0.028527;0.0046733;0.002075;-0.072009;0.09616;0.281;1.126;-0.001;0.021;-0.023;-0.057;0.0075;-0.076;-0.0185;0.025;-0.012
155;-0.07388;0.27017;0.028186;0.0085726;0.0033072;-0.091453;-0.30065;0.28619;0.028549;0.0045404;0.0022078;-0.072069;0.094;0.281;1.126;-0.000216;0.021;-0.023;-0.046;0.002;-0.076;-0.019;0.025;-0.012
160;-0.073905;0.27014;0.028207;0.008561;0.0031034;-0.091465;-0.30066;0.28618;0.028544;0.0045678;0.002268;-0.072128;0.104;0.271;1.1311;-0.001;0.021;-0.023;-0.0515;0.0075;-0.076;-0.019;0.025;-0.013
165;-0.07392;0.2701;0.028163;0.0092013;0.0030066;-0.091388;-0.30069;0.28613;0.028515;0.0046403;0.0021361;-0.071923;0.104;0.25996;1.175;-0.001;0.021;-0.022;-0.0515;0.002;-0.076;-0.018;0.025;-0.013
170;-0.073913;0.2701;0.028148;0.0090647;0.0030344;-0.091318;-0.30068;0.28614;0.028503;0.0047132;0.0021915;-0.071952;0.094;0.251;1.175;-0.001;0.021;-0.022;-0.0515;0.002;-0.076;-0.019;0.025;-0.013
175;-0.07391;0.27014;0.028214;0.0086015;0.0030991;-0.091365;-0.30069;0.2861;0.028507;0.0048424;0.0021008;-0.071859;0.094;0.251;1.175;-0.001;0.021;-0.022;-0.057;-0.0035;-0.076;-0.019;0.025;-0.012
180;-0.073932;0.27007;0.028191;0.0089891;0.0030586;-0.091486;-0.3007;0.28609;0.028532;0.0044186;0.002611;-0.071903;0.104;0.251;1.175;-0.001;0.02;-0.022;-0.046;0.002;-0.076;-0.019;0.025;-0.012
185;-0.073898;0.27014;0.028186;0.0087574;0.0032124;-0.09147;-0.30066;0.28616;0.028532;0.0045438;0.0023857;-0.071992;0.104;0.251;1.175;-0.001;0.02;-0.022;-0.046;0.0075;-0.076;-0.019;0.025;-0.012
190;-0.073905;0.27008;0.028203;0.0084535;0.0032372;-0.091523;-0.30067;0.28611;0.028524;0.0048993;0.0017335;-0.071704;0.104;0.241;1.175;-0.001;0.02;-0.022;-0.0515;0.0075;-0.076;-0.019;0.0255;-0.012
195;-0.073865;0.27016;0.028219;0.0080495;0.0034298;-0.091456;-0.30069;0.28609;0.02853;0.0047923;0.0018294;-0.071657;0.104;0.241;1.175;-0.001;0.02;-0.021;-0.057;0.002;-0.076;-0.019;0.025;-0.012
200;-0.073895;0.27012;0.028225;0.008595;0.0030591;-0.091499;-0.30065;0.28614;0.028535;0.0048565;0.0017136;-0.071769;0.104;0.241;1.175;-0.001;0.02;-0.021;-0.057;0.002;-0.076;-0.019;0.025;-0.012
205;-0.073896;0.27013;0.028193;0.0086735;0.0030321;-0.091281;-0.30061;0.28622;0.028519;0.0049112;0.0014932;-0.07184;0.094;0.231;1.175;-0.001;0.02;-0.021;-0.057;0.002;-0.076;-0.019;0.025;-0.012
210;-0.073892;0.27013;0.028209;0.0085575;0.0031652;-0.091408;-0.30057;0.28628;0.028537;0.0046581;0.002083;-0.072054;0.104;0.24072;1.175;-0.001;0.02;-0.021;-0.057;0.002;-0.076;-0.0185;0.0255;-0.012
215;-0.073896;0.27015;0.028279;0.007618;0.0032418;-0.091371;-0.30065;0.28618;0.028549;0.0045787;0.0023423;-0.072122;0.11469;0.231;1.175;-0.001;0.019028;-0.021;-0.057;0.002;-0.076;-0.019;0.026;-0.012
220;-0.073887;0.27012;0.028214;0.0087679;0.0030189;-0.091327;-0.30068;0.28612;0.028514;0.0048341;0.0019278;-0.07187;0.09428;0.231;1.175;-0.001;0.019;-0.021;-0.057;0.002;-0.0436;-0.018;0.025;-0.012
225;-0.073875;0.27018;0.028197;0.0087257;0.0030152;-0.091144;-0.30069;0.28611;0.028468;0.0050561;0.0017273;-0.071707;0.094;0.222;1.175;-0.001;0.019;-0.021;-0.053128;0.002;-0.076;-0.019;0.026;-0.012
230;-0.073876;0.2701;0.028232;0.0082759;0.0031339;-0.091239;-0.30068;0.28614;0.02848;0.0049255;0.0017393;-0.071734;0.104;0.212;1.218;-0.001;0.019;-0.02;-0.057;-0.009;-0.026;-0.018352;0.025;-0.012
235;-0.073908;0.27008;0.028203;0.0086159;0.0031516;-0.091432;-0.30072;0.28608;0.028507;0.0047894;0.0017975;-0.071681;0.104;0.212;1.223;-0.001;0.019;-0.02;-0.053128;-0.009;-0.026;-0.019;0.025;-0.012648
240;-0.073864;0.2702;0.02822;0.0083635;0.0032111;-0.091331;-0.30069;0.28615;0.028574;0.0044613;0.0021686;-0.071936;0.104;0.212;1.223;-0.001;0.019;-0.02;-0.057;-0.005128;-0.026;-0.018;0.025;-0.012
245;-0.073908;0.27009;0.028192;0.0083621;0.003248;-0.091388;-0.30069;0.28614;0.028517;0.0049664;0.0017123;-0.071939;0.10184;0.212;1.223;-0.001;0.018784;-0.02;-0.053128;0.009128;-0.026;-0.018648;0.026;-0.012
250;-0.0739;0.2701;0.028209;0.0083964;0.0032516;-0.091232;-0.3007;0.2861;0.028491;0.0050416;0.0014889;-0.071757;0.104;0.202;1.223;-0.001;0.018;-0.02;-0.053128;0.013;-0.026;-0.018352;0.026;-0.012
255;-0.073885;0.27006;0.028181;0.0087429;0.0032738;-0.091273;-0.30066;0.28617;0.028498;0.0048723;0.0015585;-0.071834;0.104;0.19416;1.223;-0.001;0.018;-0.019;-0.057;0.009128;-0.026;-0.018;0.025;-0.012
260;-0.073885;0.27007;0.028186;0.0084315;0.0033897;-0.091283;-0.30067;0.28615;0.028518;0.0048847;0.0015535;-0.07183;0.104;0.19552;1.223;-0.001;0.018;-0.019;-0.057;0.002;-0.076;-0.018;0.025;-0.012
265;-0.073845;0.27014;0.028203;0.0081887;0.0034505;-0.091155;-0.30068;0.28613;0.028529;0.0046372;0.001949;-0.071808;0.104;0.192;1.2402;-0.001;0.018;-0.019;-0.057;0.002;-0.026;-0.018;0.025;-0.012
270;-0.073877;0.27006;0.028179;0.0086796;0.0034363;-0.09114;-0.30066;0.28615;0.028524;0.004639;0.0020385;-0.071828;0.115;0.192;1.223;0;0.017;-0.019;-0.057;0.002;-0.026;-0.018;0.025;-0.012
275;-0.073855;0.27006;0.028163;0.0085169;0.0033671;-0.091016;-0.30069;0.28611;0.028495;0.0050041;0.0016386;-0.07178;0.104;0.182;1.272;-0.001;0.017;-0.018648;-0.053128;0.002;-0.076;-0.019;0.025648;-0.012
280;-0.073832;0.27009;0.028203;0.0079302;0.0035115;-0.090972;-0.30067;0.28616;0.028491;0.0049925;0.0013562;-0.071899;0.104;0.172;1.272;-0.001;0.017;-0.018;-0.057;0.002;-0.076;-0.019;0.025352;-0.012
285;-0.073815;0.27007;0.028163;0.0082821;0.0035729;-0.090867;-0.30065;0.28622;0.028508;0.004919;0.0013808;-0.07221;0.104;0.172;1.272;-0.001;0.017;-0.018;-0.057;0.002;-0.076;-0.019;0.026;-0.012
290;-0.073837;0.27003;0.028188;0.0076365;0.0036239;-0.090869;-0.30064;0.2862;0.028507;0.0046651;0.0018689;-0.072015;0.104;0.172;1.272;-0.001;0.017;-0.018;-0.060872;0.013;-0.026;-0.019;0.026;-0.012648
295;-0.07382;0.27005;0.028203;0.0074525;0.0039239;-0.090999;-0.30071;0.28605;0.028437;0.0051541;0.0013562;-0.071656;0.104;0.16617;1.272;-0.001;0.017;-0.017;-0.060872;0.009128;-0.026;-0.018;0.025;-0.012
300;-0.073786;0.27006;0.028222;0.00737;0.0038539;-0.090765;-0.30069;0.28614;0.028482;0.0049134;0.0014599;-0.071823;0.104;0.15948;1.272;-0.000648;0.017;-0.017;-0.057;0.013;-0.026;-0.018;0.025352;-0.012
305;-0.073784;0.27001;0.028205;0.0070937;0.0040134;-0.090647;-0.30066;0.2862;0.028493;0.004873;0.0014269;-0.071989;0.09;0.10895;1.272;0.001;0.016648;-0.016648;-0.057;0.002;-0.0436;-0.018352;0.025352;-0.012
310;-0.073743;0.27014;0.028275;0.00614;0.0042439;-0.090349;-0.30063;0.28624;0.028487;0.0049741;0.0013471;-0.072058;0.02914;0.050669;1.272;0.003;0.015;-0.014699;-0.057;0.002;-0.0584;-0.018648;0.025648;-0.012
315;-0.073753;0.27011;0.028281;0.0060743;0.0046793;-0.090772;-0.30066;0.28622;0.028505;0.0049778;0.001162;-0.072023;-0.055492;0.025;1.272;0.005;0.013784;-0.013;-0.060872;0.013;-0.076;-0.019;0.026;-0.012
320;-0.073751;0.27014;0.028232;0.0068969;0.0045709;-0.090822;-0.3007;0.28615;0.028446;0.0055059;0.0010623;-0.071992;-0.12567;0.05832;1.3104;0.004784;0.011784;-0.014;-0.057;0.009128;-0.076;-0.018;0.025;-0.012
325;-0.07369;0.27028;0.02831;0.0059005;0.0043944;-0.090265;-0.30068;0.28613;0.028475;0.0050761;0.0013866;-0.071797;-0.21837;0.07247;1.1573;0.003;0.01;-0.016216;-0.053128;0.002;-0.076;-0.019;0.025;-0.012
330;-0.073759;0.27009;0.028293;0.0063388;0.0042453;-0.090536;-0.30067;0.28613;0.02849;0.0051226;0.0011218;-0.071792;-0.29747;0.033;0.98;0.001896;0.01;-0.016;-0.053128;-0.009;-0.076;-0.019;0.025;-0.012
335;-0.073772;0.27002;0.028261;0.0068377;0.0042901;-0.090557;-0.30069;0.28614;0.028444;0.0055848;0.00064169;-0.071959;-0.367;0.015;0.77518;0;0.011104;-0.015;-0.057;0.002;-0.076;-0.018648;0.025;-0.012
340;-0.073785;0.27007;0.028258;0.0062768;0.0045644;-0.09078;-0.30062;0.28623;0.028513;0.0047802;0.0014803;-0.071989;-0.40672;0.015;0.52776;-0.001104;0.012;-0.015104;-0.049872;0.002;-0.076;-0.018352;0.025;-0.012648
345;-0.073742;0.27012;0.028278;0.0054772;0.0043628;-0.090674;-0.3006;0.28625;0.028525;0.0046783;0.0016381;-0.071977;-0.447;0.025;0.34233;-0.003019;0.013;-0.016;-0.057;0.002;-0.076;-0.018;0.025;-0.012
350;-0.073744;0.27019;0.028353;0.0032573;0.0041998;-0.090834;-0.30063;0.2862;0.028474;0.0051626;0.0012261;-0.071943;-0.457;0.015;0.1467;-0.007;0.014028;-0.016;-0.057;0.002;-0.076;-0.018;0.025;-0.012
355;-0.073742;0.27022;0.028424;0.0012358;0.0036971;-0.090794;-0.30064;0.28617;0.028479;0.0050253;0.0010654;-0.071816;-0.46672;-0.005;0.053092;-0.01;0.016;-0.018;-0.057;-0.005128;-0.076;-0.018352;0.025;-0.012
360;-0.073754;0.27027;0.028472;0.00017087;0.0026837;-0.090607;-0.30064;0.28618;0.028482;0.0049329;0.0014008;-0.071878;-0.467;-0.024194;-0.093344;-0.012;0.017;-0.019028;-0.057;-0.009;-0.076;-0.018;0.025;-0.012
365;-0.073752;0.27036;0.028539;-0.0004885;0.0011058;-0.090647;-0.3006;0.28625;0.028489;0.0049369;0.0015798;-0.072102;-0.457;-0.054;-0.189;-0.014;0.017;-0.019;-0.057;-0.009;-0.076;-0.018352;0.025352;-0.012
370;-0.073811;0.27036;0.028644;-0.0013575;-0.0010607;-0.090712;-0.30066;0.28615;0.028477;0.0052121;0.0011637;-0.071855;-0.436;-0.083;-0.189;-0.015;0.017;-0.02;-0.057;-0.001872;-0.076;-0.018352;0.025648;-0.012
375;-0.073907;0.27032;0.028777;-0.0017219;-0.003542;-0.091008;-0.30068;0.2861;0.028449;0.0052758;0.0010508;-0.07173;-0.426;-0.103;-0.238;-0.015;0.017;-0.021;-0.057;0.002;-0.076;-0.018648;0.025;-0.012
380;-0.074022;0.27029;0.028955;-0.0014149;-0.0065459;-0.091199;-0.30062;0.28617;0.028444;0.0050913;0.0012265;-0.071798;-0.41619;-0.103;-0.238;-0.016;0.017;-0.02;-0.046;-0.001872;-0.076;-0.018648;0.025;-0.012
385;-0.074102;0.27028;0.029155;-0.00023774;-0.010486;-0.092197;-0.30061;0.28618;0.028456;0.0050468;0.0013124;-0.071785;-0.36818;-0.11272;-0.238;-0.015028;0.016028;-0.019149;-0.053128;-0.009;-0.026;-0.018;0.025;-0.012
390;-0.074162;0.27038;0.029559;-0.002228;-0.014745;-0.093135;-0.30062;0.28621;0.02849;0.0049055;0.0015504;-0.071967;-0.37247;-0.09328;-0.19037;-0.015;0.016;-0.016944;-0.046;-0.00086629;-0.076;-0.019;0.026;-0.012
395;-0.074206;0.2704;0.029894;-0.00078663;-0.019069;-0.094651;-0.30062;0.28622;0.028461;0.0049441;0.0017409;-0.071852;-0.32487;-0.11272;-0.14137;-0.015;0.016;-0.016218;-0.042128;-0.005128;-0.076;-0.019;0.025352;-0.012
400;-0.074335;0.2703;0.030424;-0.0040255;-0.025816;-0.097867;-0.30067;0.28615;0.028397;0.0054523;0.00099166;-0.071598;-0.21832;-0.093;-0.096992;-0.013;0.012104;-0.0092;-0.046;0.002;-0.076;-0.019;0.025;-0.013
405;-0.074419;0.27032;0.030961;-0.0037543;-0.032612;-0.10145;-0.30067;0.28616;0.02842;0.0053959;0.00072783;-0.071567;-0.202;-0.123;-0.043;-0.013;0.012;-0.005;-0.035;0.013;-0.076;-0.019;0.025;-0.012
410;-0.074538;0.27038;0.031472;-0.0038401;-0.040375;-0.10542;-0.30067;0.28616;0.028398;0.0055059;0.00091802;-0.071712;-0.16343;-0.132;-0.043;-0.012;0.010104;-0.002;-0.038872;0.002;-0.076;-0.018648;0.025;-0.012
415;-0.074588;0.27053;0.032297;-0.0082162;-0.048001;-0.10807;-0.30068;0.28612;0.028413;0.00539;0.0012192;-0.071402;-0.1447;-0.2736;-0.043;-0.015865;0.009784;-0.0068649;-0.046;0.002;-0.076;-0.019;0.026;-0.012
420;-0.07468;0.27059;0.032935;-0.0072969;-0.055379;-0.11093;-0.30071;0.2861;0.028412;0.0052223;0.0011804;-0.071124;-0.13;-0.25;0.006;-0.014;0.009;-0.002847;-0.057;0.002;-0.076;-0.018;0.025;-0.012
425;-0.07467;0.27092;0.033721;-0.0067574;-0.062232;-0.11351;-0.30074;0.28608;0.02837;0.0055941;0.0005583;-0.070871;-0.092916;-0.23668;0.006;-0.013784;0.008784;0.000153;-0.057;0.002;-0.076;-0.018;0.025;-0.012
430;-0.074804;0.27111;0.034564;-0.0041474;-0.068416;-0.11628;-0.3008;0.28596;0.028324;0.0059886;0.00013211;-0.070529;-0.08684;-0.231;0.006;-0.013;0.008;0.002216;-0.049872;0.002;-0.076;-0.019;0.025;-0.012
435;-0.074861;0.27149;0.035569;-0.0018086;-0.073904;-0.11838;-0.30074;0.28608;0.028376;0.0054457;0.0010085;-0.070828;-0.079;-0.221;0.006;-0.012648;0.008;0.003352;-0.046;0.002;-0.076;-0.019;0.025;-0.012
440;-0.074962;0.27184;0.036577;0.0018681;-0.078825;-0.12026;-0.3007;0.28613;0.028438;0.0051012;0.0013065;-0.070778;-0.069;-0.221;0.054;-0.012;0.007;0.004352;-0.046;0.002;-0.076;-0.019;0.025;-0.012
445;-0.075033;0.27242;0.037706;0.0063386;-0.083521;-0.12136;-0.30073;0.28603;0.028427;0.0052256;0.0011329;-0.070435;-0.049;-0.211;0.006;-0.012;0.007;0.005352;-0.053128;0.013;-0.076;-0.019;0.025;-0.012
450;-0.075258;0.27278;0.038879;0.011287;-0.087645;-0.12272;-0.30073;0.28598;0.028412;0.0052164;0.0010649;-0.070237;-0.038;-0.206;0.054;-0.012;0.007;0.006;-0.057;0.013;-0.076;-0.019;0.025;-0.012
455;-0.07547;0.27331;0.040245;0.016014;-0.091815;-0.12302;-0.30077;0.2859;0.028382;0.0055763;0.00067585;-0.070059;-0.028;-0.196;0.054;-0.012;0.007;0.006;-0.057;0.009128;-0.026;-0.019;0.025;-0.012
460;-0.075777;0.27369;0.041623;0.020614;-0.095075;-0.12337;-0.30077;0.28588;0.02837;0.0057423;0.00022487;-0.069972;-0.003;-0.182;0.006;-0.012;0.007;0.006;-0.046;0.002;-0.026;-0.019;0.026;-0.012
465;-0.076033;0.27429;0.043032;0.026057;-0.098009;-0.12289;-0.30074;0.28591;0.028434;0.0049007;0.00085318;-0.069925;0.002;-0.162;0.006;-0.012;0.007;0.006;-0.046;0.002;-0.0436;-0.018352;0.025;-0.013
470;-0.076365;0.27497;0.044523;0.030608;-0.1003;-0.12273;-0.30074;0.28586;0.028448;0.0016937;0.0062749;-0.079055;0.013;-0.152;0.054;-0.012;0.007;0.006;-0.046;0.002;-0.076;-0.019;0.025;-0.013
475;-0.076702;0.27581;0.046185;0.034397;-0.10264;-0.12245;-0.30074;0.28584;0.028434;0.0024322;0.0052654;-0.07858;0.013;-0.132;0.054;-0.012;0.006;0.006;-0.037376;-0.009;-0.076;-0.019;0.025;-0.012
480;-0.077132;0.27655;0.047973;0.038716;-0.10473;-0.1229;-0.30073;0.2858;0.028459;0.0021852;0.0057148;-0.078365;0.023;-0.123;0.071248;-0.012;0.006;0.005648;-0.046;0.002;-0.076;-0.018216;0.025;-0.012216
485;-0.077642;0.27721;0.049912;0.041055;-0.10618;-0.12371;-0.30069;0.2858;0.028458;0.002032;0.0059637;-0.078384;0.02084;-0.113;0.103;-0.012;0.006;0.005;-0.046;0.002;-0.0368;-0.018216;0.025216;-0.013
490;-0.07818;0.27788;0.051774;0.043917;-0.10669;-0.12524;-0.30068;0.28582;0.02847;0.0018837;0.0058043;-0.078533;0.013;-0.113;0.103;-0.011;0.006;0.005;-0.046;-0.009;-0.026;-0.018;0.025;-0.012
495;-0.078708;0.27861;0.0536;0.047047;-0.10612;-0.12747;-0.30064;0.2859;0.028491;0.0017181;0.0061712;-0.078672;0.013;-0.103;0.054;-0.011;0.006;0.005;-0.046;-0.000376;-0.026;-0.018;0.025;-0.012216
500;-0.079312;0.27921;0.055385;0.050532;-0.10527;-0.13036;-0.30063;0.28595;0.028494;0.0021366;0.0057574;-0.078582;0.013;-0.093;0.097904;-0.011;0.006;0.005;-0.046;0.002;-0.026;-0.018216;0.025216;-0.012
505;-0.079915;0.27995;0.057283;0.053129;-0.10423;-0.13354;-0.30066;0.28598;0.028526;0.001864;0.0060142;-0.078512;0.013;-0.093;0.103;-0.011;0.006;0.005;-0.046;-0.006624;-0.026;-0.018784;0.025784;-0.012
510;-0.080598;0.28052;0.059274;0.05498;-0.1034;-0.13745;-0.30074;0.28595;0.02853;0.0047279;0.00089646;-0.069877;0.002;-0.103;0.103;-0.011104;0.006896;0.005;-0.046;0.002;-0.026;-0.018216;0.025216;-0.012
515;-0.081269;0.28115;0.06125;0.057527;-0.10273;-0.14167;-0.30085;0.28592;0.028535;0.0048211;0.00076529;-0.069905;-0.008;-0.113;0.103;-0.011;0.007;0.005;-0.037376;0.002;-0.026;-0.018;0.025;-0.012
520;-0.082039;0.28175;0.063141;0.060771;-0.10193;-0.14634;-0.30082;0.28605;0.028557;0.0046232;0.0007622;-0.070267;-0.018;-0.123;0.103;-0.011;0.007;0.005;-0.046;0.002;-0.026;-0.018;0.025;-0.012
525;-0.082812;0.28244;0.064974;0.064815;-0.10134;-0.15093;-0.30085;0.28603;0.028553;0.0046662;0.00060666;-0.0701;-0.018;-0.123;0.152;-0.012;0.006;0.005;-0.046;0.002;-0.026;-0.018;0.025;-0.012
