Freq 200 --> Features: time;  objectRightX(m);objectRightY(m);objectRightZ(m);objectRight roll(radian);objectRight pitch (radian);objectRight yaw (radian);objectLeft X (m);objectLeft Y (m);objectLeft Z (m);objectLeft roll(radian);objectLeft pitch (radian);objectLeft yaw (radian);objectRightFx (N);objectRightFy (N);objectRightFz (N);objectRightTx (N m);objectRightTy (N m);objectRightTz (N m);objectLeftFx (N);objectLeftFy (N);objectLeftFz (N);objectLeftTx (N m);objectLeftTy (N m);objectLeftTz (N m)
80;-0.073693;0.27027;0.028161;0.008889;0.0027117;-0.091249;-0.30041;0.2859;0.028388;0.0052361;0.0019101;-0.071411;0.084;0.418;0.882;-0.002;0.029;-0.032568;-0.035;0.002;0.024;-0.018;0.025;-0.013
85;-0.073704;0.27029;0.028172;0.0089694;0.0026968;-0.091279;-0.30041;0.28586;0.028349;0.0054416;0.0018591;-0.071326;0.084;0.418;0.882;-0.002;0.029;-0.032;-0.035;0.002;-0.026;-0.018;0.025;-0.013
90;-0.073636;0.27037;0.028177;0.0088963;0.0026117;-0.090933;-0.30037;0.28593;0.028379;0.005231;0.0020114;-0.071472;0.094;0.413;0.834;-0.002;0.029;-0.033;-0.035;0.002;-0.026;-0.018;0.025;-0.013
95;-0.073653;0.27037;0.028212;0.0081409;0.0026314;-0.091053;-0.30041;0.2859;0.028395;0.0051806;0.00191;-0.071334;0.084;0.418;0.834;-0.002;0.029;-0.033;-0.035;0.002;-0.026;-0.018;0.025;-0.013
100;-0.073714;0.27029;0.028183;0.0089313;0.0025018;-0.091231;-0.30038;0.28593;0.028417;0.0051887;0.0018169;-0.071491;0.084;0.418;0.882;-0.002;0.029;-0.033;-0.035;0.002;0.024;-0.018;0.025896;-0.013
105;-0.073658;0.27033;0.028188;0.0085409;0.0027456;-0.091193;-0.30037;0.28592;0.028429;0.0052806;0.0018813;-0.071621;0.09048;0.428;0.882;-0.002;0.029;-0.033;-0.035;0.002;0.024;-0.018;0.025104;-0.013
110;-0.073687;0.27028;0.028161;0.0088833;0.0027146;-0.091259;-0.30036;0.28595;0.028424;0.005106;0.0020492;-0.071543;0.084;0.418;0.882;-0.002;0.029;-0.033;-0.036144;0.002;-0.026;-0.018;0.025;-0.012896
115;-0.073663;0.27033;0.028186;0.0087343;0.0025041;-0.091017;-0.30033;0.28605;0.028426;0.0050303;0.0021543;-0.071757;0.09184;0.418;0.882;-0.002;0.029;-0.032;-0.046;-0.007856;0.0188;-0.018;0.025;-0.013
120;-0.073679;0.27029;0.028169;0.0087927;0.0024862;-0.091005;-0.3003;0.28609;0.02844;0.004807;0.0026082;-0.071939;0.084;0.41584;0.89258;-0.002;0.028;-0.032;-0.035;-0.007856;0.024;-0.018;0.026;-0.013
125;-0.073675;0.27032;0.028206;0.0088329;0.0025351;-0.091207;-0.3003;0.28609;0.028416;0.0051916;0.0020768;-0.071983;0.084;0.399;0.931;-0.002;0.028;-0.032;-0.035;-0.009;0.024;-0.018;0.026;-0.013
130;-0.073741;0.27025;0.028167;0.0091569;0.0023963;-0.091239;-0.30033;0.28602;0.028399;0.0053379;0.0018548;-0.071802;0.084;0.408;0.931;-0.002;0.028;-0.032;-0.024;-0.01796;0.024;-0.018;0.025;-0.013
135;-0.073708;0.27034;0.02823;0.0082479;0.0024627;-0.091167;-0.30035;0.28595;0.028395;0.0051503;0.0019847;-0.071671;0.08296;0.408;0.931;-0.002;0.028;-0.031896;-0.025144;-0.009;0.024;-0.018;0.025;-0.013
140;-0.07372;0.27023;0.028202;0.0086043;0.0024848;-0.091297;-0.30036;0.28591;0.028371;0.00551;0.0017874;-0.071528;0.084;0.399;0.931;-0.002;0.028;-0.031;-0.024;-0.009;0.024;-0.018;0.026;-0.013
145;-0.073668;0.27039;0.028229;0.0086078;0.0024915;-0.09121;-0.30037;0.28592;0.028391;0.0055432;0.0019236;-0.071501;0.084;0.389;0.931;-0.002;0.028;-0.031;-0.036144;0.002;0.024;-0.018;0.026;-0.013
150;-0.07376;0.2702;0.028177;0.0091646;0.0023957;-0.091422;-0.30031;0.28606;0.028478;0.0048696;0.0023537;-0.07201;0.084;0.389;0.931;-0.002;0.027;-0.030972;-0.044856;-0.009;0.024;-0.018;0.026;-0.013
155;-0.073709;0.27032;0.028221;0.0085993;0.0025276;-0.091252;-0.30034;0.28601;0.028468;0.0049171;0.0024763;-0.072087;0.084;0.379;0.931;-0.002;0.027;-0.03;-0.024;0.002;0.024;-0.018;0.025;-0.013
160;-0.073718;0.27027;0.028228;0.0087249;0.0024078;-0.091154;-0.30032;0.28602;0.02845;0.0051673;0.0022506;-0.071862;0.084;0.369;0.931;-0.002;0.026;-0.029972;-0.024;-0.009;0.024;-0.018;0.026;-0.013
165;-0.073729;0.27028;0.028182;0.0088361;0.0025181;-0.091298;-0.30029;0.28605;0.02849;0.0047326;0.0024872;-0.071882;0.074;0.349;0.931;-0.002;0.026;-0.029;-0.035;-0.009;0.024;-0.018;0.025;-0.013
170;-0.073718;0.27033;0.028216;0.0086289;0.002468;-0.091142;-0.30033;0.28597;0.028478;0.005007;0.0019675;-0.071731;0.074;0.33;0.98;-0.002;0.025;-0.028;-0.024;-0.009;0.024;-0.018;0.025896;-0.013
175;-0.073725;0.27035;0.028242;0.0082445;0.0026544;-0.091268;-0.30032;0.28602;0.028483;0.0051033;0.0019977;-0.072101;0.084;0.32;1.029;-0.002;0.025;-0.028;-0.024;-0.006624;0.024;-0.018;0.026;-0.013
180;-0.073749;0.27025;0.028204;0.0084092;0.0027183;-0.091193;-0.30025;0.28612;0.028517;0.0046041;0.0025859;-0.072081;0.074;0.3;0.98;-0.002;0.024;-0.027;-0.024;0.002;0.024;-0.018;0.025784;-0.013
185;-0.073766;0.27022;0.028187;0.0087361;0.0026933;-0.09129;-0.30028;0.28606;0.028465;0.0049224;0.002147;-0.071643;0.074;0.29;1.029;-0.002;0.024;-0.026;-0.024;-0.006624;-0.026;-0.018;0.025216;-0.013
190;-0.073748;0.27025;0.028227;0.0078846;0.0028886;-0.091157;-0.3003;0.28604;0.028442;0.0051224;0.0018197;-0.071744;0.074;0.28125;1.029;-0.002;0.023028;-0.025028;-0.024;0.002;-0.0152;-0.018;0.025;-0.013
195;-0.073729;0.27027;0.028233;0.0079993;0.0028195;-0.090987;-0.30029;0.28604;0.028455;0.0050053;0.0016379;-0.071764;0.08372;0.271;1.0757;-0.002;0.023;-0.025;-0.024;0.010624;0.024;-0.018;0.025;-0.013
200;-0.073763;0.2702;0.028221;0.0078662;0.0029924;-0.09106;-0.30037;0.2859;0.028402;0.0053128;0.0015307;-0.071483;0.08372;0.261;1.077;-0.002;0.022;-0.024;-0.024;0.002;0.024;-0.018;0.025;-0.013
205;-0.073758;0.27026;0.028232;0.0075013;0.0031229;-0.09113;-0.30037;0.28592;0.028395;0.0054451;0.0017931;-0.071716;0.074;0.24204;1.126;-0.002;0.022;-0.024;-0.024;0.010624;0.024;-0.018;0.025;-0.013
210;-0.07375;0.27025;0.028212;0.0077667;0.003068;-0.09098;-0.30032;0.28603;0.028441;0.0051026;0.0020486;-0.071947;0.074;0.231;1.126;-0.002;0.021;-0.023;-0.035;-0.006624;0.024;-0.018;0.025784;-0.012216
215;-0.073732;0.27029;0.028252;0.0070593;0.0031836;-0.09088;-0.30035;0.28602;0.02845;0.0046954;0.0020413;-0.071933;0.08296;0.21304;1.1699;-0.002;0.021;-0.022;-0.035;-0.006624;0.024;-0.018;0.025;-0.013
220;-0.073712;0.27031;0.028255;0.007221;0.0033497;-0.090911;-0.30033;0.28604;0.028458;0.0047952;0.001872;-0.071927;0.074;0.23486;1.175;-0.002;0.02;-0.022;-0.035;0.002;0.024;-0.018;0.025;-0.013
225;-0.07372;0.2703;0.028276;0.0071219;0.0037527;-0.091136;-0.30032;0.28606;0.028445;0.0049742;0.0017597;-0.072007;0.018146;0.40633;1.321;-0.001;0.019;-0.024;-0.046;0.002;0.024;-0.018;0.025;-0.013
230;-0.073739;0.27023;0.02833;0.0061803;0.0040858;-0.091632;-0.30031;0.28607;0.028441;0.004974;0.0019479;-0.072053;-0.00388;0.49066;1.467;0;0.0153;-0.028456;-0.046;0.002;-0.026;-0.018;0.025784;-0.013
235;-0.073781;0.27013;0.028315;0.0072597;0.0038275;-0.091963;-0.30036;0.286;0.02842;0.0050776;0.0017873;-0.072026;-0.086877;0.67781;1.516;-0.0036333;0.012;-0.036367;-0.043624;0.002;-0.026;-0.018;0.026;-0.013
240;-0.073791;0.2701;0.028246;0.008294;0.003454;-0.091191;-0.30033;0.28607;0.028457;0.0048559;0.002042;-0.07221;-0.14849;0.67805;1.3406;-0.0086;0.012;-0.039352;-0.035;-0.000376;0.024;-0.018;0.026;-0.013
245;-0.073815;0.27012;0.028308;0.0068279;0.0036985;-0.091398;-0.30028;0.2861;0.028454;0.0049031;0.0023224;-0.072256;-0.19302;0.61363;1.1989;-0.012;0.013;-0.033416;-0.035;-0.009;0.024;-0.018;0.025;-0.013
250;-0.07381;0.27008;0.028322;0.0063115;0.003845;-0.091783;-0.3003;0.28605;0.028415;0.0051683;0.002083;-0.072226;-0.27893;0.47404;0.99259;-0.014648;0.013;-0.029504;-0.043624;-0.009;0.024;-0.018;0.026;-0.013
255;-0.073755;0.27017;0.028339;0.0065046;0.0038921;-0.091505;-0.30031;0.28602;0.028431;0.0051222;0.0017153;-0.0721;-0.314;0.4085;0.882;-0.017;0.014;-0.0335;-0.035;-0.000376;-0.026;-0.018;0.026;-0.013
260;-0.073835;0.26996;0.028267;0.0078579;0.0033973;-0.091485;-0.30031;0.28605;0.028435;0.0051721;0.001814;-0.072214;-0.294;0.30994;0.71399;-0.0185;0.0165;-0.0355;-0.035;-0.006624;0.0132;-0.018;0.026;-0.013
265;-0.073843;0.27009;0.028309;0.0076607;0.0024131;-0.09147;-0.30029;0.28609;0.028431;0.0052501;0.0017534;-0.072232;-0.258;0.21206;0.444;-0.0205;0.02;-0.033;-0.035;-0.009;-0.026;-0.018;0.026;-0.013
270;-0.073892;0.27013;0.028425;0.0071705;0.00023971;-0.091415;-0.30029;0.28606;0.028437;0.0051458;0.0018479;-0.072107;-0.22944;0.153;0.249;-0.022;0.022;-0.033;-0.035;0.002;-0.026;-0.018;0.025;-0.012784
275;-0.073979;0.27019;0.028533;0.0066263;-0.0034908;-0.091306;-0.30029;0.28606;0.028445;0.0050036;0.0019044;-0.072045;-0.18763;0.11895;0.103;-0.022352;0.022;-0.033648;-0.035;0.002;-0.0152;-0.018;0.025;-0.012
280;-0.074121;0.27008;0.028615;0.0062615;-0.00887;-0.091315;-0.30024;0.28618;0.028458;0.0046213;0.0021043;-0.0721;-0.14849;0.050377;0.103;-0.02;0.022;-0.030504;-0.035;-0.009;-0.026;-0.018;0.025;-0.012
285;-0.074282;0.27002;0.028796;0.0066083;-0.015049;-0.091642;-0.30025;0.28615;0.028421;0.0050754;0.0018286;-0.072005;-0.08912;-0.022016;0.152;-0.017595;0.022;-0.028417;-0.035;-0.006624;-0.076;-0.018216;0.025216;-0.012784
290;-0.074406;0.27017;0.029088;0.0052871;-0.022611;-0.09289;-0.30028;0.28612;0.02838;0.0054713;0.0014612;-0.071937;-0.018;-0.09649;0.2;-0.015;0.019;-0.020637;-0.043624;0.002;-0.0652;-0.018;0.025;-0.013
295;-0.074618;0.27017;0.029431;0.00502;-0.03183;-0.094292;-0.3003;0.2861;0.028358;0.005686;0.0015977;-0.071994;0.078383;-0.16549;0.249;-0.015;0.018;-0.022;-0.035;0.010624;-0.026;-0.018;0.025;-0.013
300;-0.0749;0.27022;0.029773;0.004714;-0.042817;-0.097146;-0.30021;0.2863;0.028363;0.0052972;0.0020769;-0.072351;0.085207;-0.18394;0.249;-0.014;0.014637;-0.014637;-0.037376;0.013;-0.026;-0.019;0.025;-0.012216
305;-0.07522;0.27014;0.030024;0.0058602;-0.055411;-0.099613;-0.30022;0.28628;0.028304;0.005691;0.0018811;-0.072184;0.18544;-0.21807;0.2929;-0.014;0.013104;-0.016056;-0.046;0.002;-0.026;-0.019;0.025;-0.012784
310;-0.075517;0.27013;0.030543;0.0028814;-0.068198;-0.098587;-0.30025;0.28626;0.028262;0.0058036;0.0018516;-0.072143;0.084606;-0.56117;0.298;-0.019;0.014928;-0.026;-0.035;-0.006624;-0.026;-0.018;0.026;-0.013
315;-0.075916;0.2701;0.030899;0.0012839;-0.081509;-0.097913;-0.30023;0.28625;0.028283;0.0053856;0.002336;-0.072001;0.15253;-0.59174;0.347;-0.020896;0.0118;-0.024;-0.035;-0.009;-0.026;-0.018;0.025;-0.013
320;-0.076303;0.27009;0.031243;0.0017767;-0.097091;-0.096662;-0.30031;0.28614;0.028208;0.0058608;0.002105;-0.071882;0.24796;-0.57688;0.298;-0.02;0.009;-0.022;-0.035;-0.009;0.024;-0.018;0.025;-0.013
325;-0.076795;0.26998;0.031677;0.0020146;-0.11367;-0.095478;-0.30035;0.28606;0.028177;0.0061727;0.0017905;-0.07172;0.23672;-0.65439;0.2;-0.023;0.007972;-0.02;-0.024;-0.000376;0.024;-0.018;0.025;-0.013
330;-0.077328;0.26985;0.032097;0.0022853;-0.13144;-0.094412;-0.30032;0.28605;0.028164;0.0059819;0.0019854;-0.071523;0.237;-0.693;0.152;-0.025;0.005981;-0.02;-0.032624;-0.009;-0.026;-0.018;0.025;-0.013
335;-0.077846;0.26987;0.032536;0.0040119;-0.14979;-0.093053;-0.30031;0.28605;0.028166;0.0062633;0.0014383;-0.071503;0.227;-0.723;0.103;-0.026;0.003;-0.019;-0.024;-0.009;0.024;-0.018;0.025;-0.013
340;-0.078544;0.26975;0.03309;0.005292;-0.16797;-0.092512;-0.30032;0.28604;0.028201;0.0060328;0.0013374;-0.071357;0.217;-0.771;0.054;-0.027;0.002;-0.02;-0.035;-0.009;0.024;-0.018;0.025;-0.013
345;-0.079208;0.26965;0.033556;0.0073174;-0.18618;-0.091832;-0.30035;0.28602;0.028204;0.0062471;0.00061268;-0.07128;0.227;-0.821;0.006;-0.028;0.001;-0.02;-0.024;0.002;-0.0152;-0.018;0.025;-0.013
350;-0.079909;0.26957;0.033858;0.012737;-0.20437;-0.091217;-0.30036;0.28608;0.028242;0.005953;0.0007031;-0.071403;0.247;-0.86;0.006;-0.028;-0.001;-0.022;-0.026376;-0.009;0.024;-0.018;0.025;-0.013
355;-0.080483;0.2695;0.034435;0.022143;-0.21629;-0.090191;-0.30041;0.28596;0.028221;0.0059601;0.00091035;-0.071313;0.28389;-0.86714;0.006;-0.026;0;-0.023;-0.024;-0.009;-0.0152;-0.018216;0.026;-0.013
360;-0.08104;0.26932;0.035164;0.027902;-0.22745;-0.087895;-0.30037;0.286;0.028273;0.0057132;0.0011506;-0.07128;0.43243;-1.0463;0.15334;-0.029984;-0.003;-0.031816;-0.035;-0.009;0.024;-0.018784;0.026;-0.013
365;-0.081657;0.26944;0.036295;0.030471;-0.23762;-0.086381;-0.30035;0.28608;0.028314;0.0053986;0.0014617;-0.071204;0.584;-0.94396;0.29663;-0.027218;-0.004;-0.028044;-0.024;-0.000376;-0.026;-0.018;0.025;-0.013
370;-0.082209;0.26974;0.03734;0.034477;-0.24952;-0.085628;-0.30037;0.28602;0.02829;0.0053524;0.001838;-0.07079;0.727;-0.71596;0.19866;-0.021;-0.006;-0.028158;-0.024;0.002;-0.0152;-0.018;0.025;-0.013
375;-0.083022;0.27018;0.038602;0.035613;-0.25912;-0.088228;-0.30038;0.28595;0.028327;0.0052946;0.0019133;-0.070333;0.54739;-0.59882;0.103;-0.02;-0.002232;-0.017243;-0.026376;0.002;0.024;-0.018;0.025;-0.013
380;-0.083929;0.27079;0.039886;0.037257;-0.26577;-0.093921;-0.30035;0.28585;0.028221;0.0016629;0.0088771;-0.078886;0.41346;-0.42067;0.010992;-0.017;0.001;-0.010232;-0.035;0.004376;0.024;-0.018;0.025;-0.013
385;-0.084931;0.27144;0.041239;0.039992;-0.27009;-0.10164;-0.30035;0.28576;0.028061;0.0016542;0.0096761;-0.078885;0.32236;-0.33133;0.006;-0.016;0.002;-0.006;-0.024;-0.006624;0.0132;-0.018;0.025;-0.013
390;-0.086015;0.27223;0.042665;0.045092;-0.27224;-0.11106;-0.3003;0.2858;0.027961;0.001682;0.0095419;-0.078502;0.26089;-0.26303;0.006;-0.015;0.003;-0.002;-0.024;0.002;0.024;-0.018;0.025;-0.013
395;-0.087272;0.27301;0.044189;0.05193;-0.27187;-0.12129;-0.3002;0.28591;0.027865;0.0021489;0.0080944;-0.077553;0.21916;-0.21463;0.006;-0.014;0.004;0;-0.024;-0.009;-0.026;-0.018;0.025;-0.013
400;-0.088686;0.27377;0.045775;0.059321;-0.26878;-0.13162;-0.30012;0.286;0.027759;0.0024293;0.0069142;-0.077601;0.179;-0.19455;0.006;-0.014;0.004;0.002;-0.035;-0.009;-0.026;-0.018;0.025;-0.012216
405;-0.090381;0.27404;0.047274;0.067861;-0.26289;-0.14209;-0.30004;0.28604;0.027653;0.0018282;0.0076983;-0.078262;0.145;-0.15416;0.006;-0.013;0.004;0.004;-0.032624;-0.009;-0.0152;-0.018216;0.025216;-0.013
410;-0.092188;0.27436;0.048925;0.072635;-0.25524;-0.1511;-0.30002;0.28602;0.027506;0.0016614;0.0079547;-0.079058;0.12996;-0.13688;0.006;-0.013;0.005;0.005;-0.024;0.002;0.024;-0.018;0.025;-0.013
415;-0.094074;0.27477;0.050555;0.076561;-0.24592;-0.15903;-0.30003;0.28596;0.027368;0.0016923;0.0075466;-0.079081;0.104;-0.10652;0.006;-0.012;0.005;0.005;-0.024;0.002;0.024;-0.018;0.025216;-0.013
420;-0.095964;0.27527;0.052156;0.080381;-0.23587;-0.16481;-0.30005;0.28586;0.027153;0.0019625;0.0072092;-0.079153;0.094;-0.093;0.006;-0.012;0.005;0.006;-0.024;-0.006624;0.024;-0.018;0.025784;-0.013
425;-0.097944;0.27568;0.053867;0.082367;-0.22518;-0.16848;-0.30006;0.28583;0.027007;0.0025254;0.0063583;-0.079304;0.08025;-0.093;0.03;-0.012;0.006;0.006;-0.035;-0.000376;0.024;-0.018;0.026;-0.013
430;-0.10011;0.2759;0.055767;0.080356;-0.21429;-0.17068;-0.30001;0.28595;0.026983;0.0025294;0.0059549;-0.079079;0.04669;-0.083;0.054;-0.012;0.006;0.006;-0.035;0.002;0.024;-0.018;0.026;-0.013
435;-0.10241;0.27579;0.057499;0.0808;-0.20361;-0.17176;-0.3002;0.28619;0.026927;0.0022499;0.0065828;-0.079659;0.028;-0.083;0.0785;-0.012;0.006;0.006;-1.5748;-0.011608;-0.16262;-0.019744;0.0076528;-0.0098944
440;-0.10418;0.27569;0.059147;0.087131;-0.20234;-0.16808;-0.30003;0.28637;0.026719;0.00016878;0.012118;-0.078887;0.98032;0.015179;0.33193;-0.011574;-0.007568;0.001;-0.8686;0.029514;0.062832;-0.020896;0.023896;0.009592
445;-0.10582;0.27607;0.060739;0.086337;-0.2093;-0.16459;-0.29991;0.28618;0.026648;0.0015805;0.011842;-0.079324;0.86027;-0.1175;0.298;-0.013648;-0.0070784;0.004208;-0.40787;0.16515;0.11178;-0.022544;0.034526;-0.0017728
450;-0.10767;0.27649;0.061878;0.096957;-0.20958;-0.16129;-0.29987;0.28614;0.026665;0.0028006;0.010047;-0.078594;0.4433;-0.13249;0.18614;-0.012352;0.001504;0.003456;-0.39259;0.035111;0.048625;-0.018;0.029104;-0.02
455;-0.10958;0.2768;0.063599;0.093005;-0.21321;-0.15843;-0.29982;0.28617;0.026942;0.0037586;0.0076174;-0.077088;0.43806;-0.14694;0.2;-0.013;-0.000296;0.005944;-0.32433;0.085306;0.1054;-0.017744;0.032526;-0.003128
460;-0.11163;0.27708;0.065077;0.094969;-0.21368;-0.15576;-0.2999;0.28623;0.02736;0.0043837;0.0054384;-0.075199;0.237;-0.11416;0.14142;-0.012784;0.004;0.0057;-0.26735;0.03977;0.055752;-0.019296;0.032;-0.000208
465;-0.11377;0.27739;0.066568;0.09966;-0.21201;-0.15363;-0.29999;0.28626;0.027792;0.0046053;0.0043944;-0.073317;0.196;-0.162;0.152;-0.013;0.004;0.006;-0.132;-0.046548;-0.0084;-0.019648;0.029474;-0.020552
470;-0.11598;0.27755;0.06798;0.10271;-0.21028;-0.15281;-0.30014;0.28628;0.028371;0.0043528;0.00537;-0.071834;0.16816;-0.18826;0.14142;-0.013784;0.003216;0.006847;-0.12949;-0.019973;-0.026;-0.019;0.024;-0.01094
475;-0.11818;0.27785;0.069327;0.10861;-0.206;-0.15108;-0.30032;0.28623;0.029082;0.0035556;0.0092496;-0.071141;0.07608;-0.17396;0.103;-0.013;0.005896;0.006;-0.2035;-0.03893;0.024;-0.016;0.021648;-0.000432
480;-0.12056;0.27804;0.070652;0.11102;-0.20223;-0.15062;-0.30052;0.2862;0.029979;0.0021429;0.016918;-0.071631;0.11386;-0.20044;0.103;-0.013;0.004;0.007;-0.035;0.0019552;0.024;-0.017;0.0286;-0.016928
485;-0.12296;0.27858;0.072078;0.11462;-0.19779;-0.15027;-0.30038;0.28618;0.029948;0.00062715;0.0162;-0.070583;0.080213;-0.16272;0.097904;-0.013;0.005104;0.006;-0.046162;-0.0387;-0.026;-0.019;0.030352;-0.0152
490;-0.12554;0.27897;0.07356;0.11704;-0.19294;-0.15059;-0.30031;0.28611;0.029677;0.00062046;0.012188;-0.069209;0.076774;-0.16304;0.054;-0.013;0.005896;0.006104;-0.08795;0.038872;-0.026;-0.020496;0.0254;-0.003
495;-0.12827;0.27907;0.07499;0.11939;-0.18858;-0.15138;-0.3003;0.28605;0.029622;0.0021256;0.010853;-0.069824;0.09344;-0.16091;0.054;-0.012972;0.005028;0.006;-0.058516;-0.005128;0.0064;-0.017352;0.023;-0.0128
500;-0.13101;0.27927;0.076418;0.12207;-0.18336;-0.15205;-0.30018;0.28612;0.029672;0.0014035;0.012986;-0.069286;0.053308;-0.142;0.054;-0.012;0.006;0.006;-0.01827;-0.0135;0.073;-0.016;0.025;-0.01905
505;-0.13372;0.27948;0.07783;0.1222;-0.17798;-0.15225;-0.30009;0.28622;0.029685;-2.7428e-05;0.014659;-0.068607;0.074;-0.13183;0.10163;-0.012972;0.005028;0.006;-0.048816;0.026963;0.073;-0.0186;0.0276;-0.005704
510;-0.13648;0.27974;0.079297;0.12232;-0.17144;-0.15269;-0.30004;0.28627;0.02957;0.0004767;0.012828;-0.069431;0.053;-0.113;0.103;-0.012;0.006;0.006;-0.078;-0.001872;0.024;-0.02;0.028;-0.0091424
515;-0.13944;0.27965;0.080574;0.12294;-0.1635;-0.15399;-0.29997;0.28642;0.029443;0.0023416;0.010127;-0.070121;0.043;-0.093;0.103;-0.012;0.006;0.006;-0.003;0.006576;0.073;-0.018352;0.0264;-0.018
520;-0.14228;0.27968;0.08179;0.12331;-0.15519;-0.15419;-0.29991;0.28647;0.029376;0.0030472;0.0094652;-0.069244;0.033;-0.093;0.103;-0.012;0.006;0.006;-0.081872;-0.024951;0.073;-0.016;0.022352;-0.0088
525;-0.14517;0.27965;0.083053;0.12181;-0.14653;-0.15332;-0.2999;0.28643;0.02934;0.0018368;0.011088;-0.069457;0.013;-0.093;0.103;-0.012;0.006;0.006;-0.057;0.013;0.073;-0.017;0.024504;-0.007552
